Handle,Title,Body (HTML),Included in Online Store,Image Src,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Price,Variant Compare At Price,Track Inventory,Allow Out of Stock Purchases,Available Quantity,SKU,Weight Value,Weight Unit,Dimension Length,Dimension Width,Dimension Height,Dimension Unit,Product Label Enable,Label Title,Label Start Date,Label End Date,SEO Title,SEO Description
k3480-100-dodge-hornet-2023-2025-k19-292,Custom Design K19 for Dodge Hornet 2023-2025,<p><strong>Design Number: K3480-100</strong></p><ul><li>Black wrap</li><li>Pearl body</li><li>Carbon Shadow Vinyl wings</li><li>Red contrast all stitch</li><li>Red piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/ia1mxxrHZ0JpM7qPIu5R,Make,Dodge,Model,Hornet,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K3480-100,1895.00,,FALSE,TRUE,,K3480-100,,,,,,,FALSE,,,,Custom Design K19 for Dodge Hornet 2023-2025,"Black wrap
 Pearl body
 Carbon Shadow Vinyl wings
 Red contrast all stitch
 Red piping"
f145-100-dodge-challenger-2015-2023-f1-293,Factory Design F1 for Dodge Challenger 2015- 2023,<p><strong>Design Number: F145-100</strong></p><ul><li>Black wrap</li><li>Black stitching</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/bdXzGnxXPqKpiAstNe4V,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS F145-100,1895.00,,FALSE,TRUE,,F145-100,,,,,,,FALSE,,,,Factory Design F1 for Dodge Challenger 2015- 2023,"Black wrap
 Black stitching"
f1274-100-dodge-challenger-2023-2025-f2-294,Factory Design F2 for Dodge Challenger 2023-2025,<p><strong>Design Number: F1274-100</strong></p><ul><li>Black wrap</li><li>perf insert</li><li>Grey contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/Hb6z4M91JT8mB2HobS6w,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS F1274-100,1895.00,,FALSE,TRUE,,F1274-100,,,,,,,FALSE,,,,Factory Design F2 for Dodge Challenger 2023-2025,"Black wrap
 perf insert
 Grey contrast all stitch"
k383-100-dodge-challenger-2023-2025-k1-295,Custom Design K1 for Dodge Challenger 2023-2025,<p><strong>Design Number: K383-100</strong></p><ul><li>Black wrap</li><li>Ash body</li><li>Ash wings</li><li>Ash contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/nYAiy90jtGwR0qnMTgTl,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K383-100,1895.00,,FALSE,TRUE,,K383-100,,,,,,,FALSE,,,,Custom Design K1 for Dodge Challenger 2023-2025,"Black wrap
 Ash body
 Ash wings
 Ash contrast all stitch"
k390-100-dodge-challenger-2023-2025-k2-296,Custom Design K2 for Dodge Challenger 2023-2025,<p><strong>Design Number: K390-100</strong></p><ul><li>Black wrap</li><li>Cardinal body</li><li>Cardinal wings</li><li>Cardinal contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/7gRwol6UdLpyjrqoXLHC,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K390-100,1895.00,,FALSE,TRUE,,K390-100,,,,,,,FALSE,,,,Custom Design K2 for Dodge Challenger 2023-2025,"Black wrap
 Cardinal body
 Cardinal wings
 Cardinal contrast all stitch"
k384-100-dodge-challenger-2023-2025-k3-297,Custom Design K3 for Dodge Challenger 2023-2025,<p><strong>Design Number: K384-100</strong></p><ul><li>Black wrap</li><li>Barracuda Red insert</li><li>Cardinal wings</li><li>Cardinal contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/PfRS1hew31GeuNNDYMRK,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K384-100,1895.00,,FALSE,TRUE,,K384-100,,,,,,,FALSE,,,,Custom Design K3 for Dodge Challenger 2023-2025,"Black wrap
 Barracuda Red insert
 Cardinal wings
 Cardinal contrast all stitch"
k385-100-dodge-challenger-2023-2025-k4-298,Custom Design K4 for Dodge Challenger 2023-2025,<p><strong>Design Number: K385-100</strong></p><ul><li>Black wrap</li><li>Barracuda Flint inserts</li><li>Carbon Shadow wings</li><li>Ice Grey contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/N6ddt1CCRXX9D5WLgFmf,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K385-100,1895.00,,FALSE,TRUE,,K385-100,,,,,,,FALSE,,,,Custom Design K4 for Dodge Challenger 2023-2025,"Black wrap
 Barracuda Flint inserts
 Carbon Shadow wings
 Ice Grey contrast all stitch"
k386-100-dodge-challenger-2023-2025-k5-299,Custom Design K5 for Dodge Challenger 2023-2025,<p><strong>Design Number: K386-100</strong></p><ul><li>Black wrap</li><li>Alabaster face</li><li>perf inserts</li><li>Carbon Shadow wings</li><li>Black contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/Dpv2SSGUV8L9ieuSn38P,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K386-100,1895.00,,FALSE,TRUE,,K386-100,,,,,,,FALSE,,,,Custom Design K5 for Dodge Challenger 2023-2025,"Black wrap
 Alabaster face
 perf inserts
 Carbon Shadow wings
 Black contrast all stitch"
k387-100-dodge-challenger-2023-2025-k6-300,Custom Design K6 for Dodge Challenger 2023-2025,<p><strong>Design Number: K387-100</strong></p><ul><li>Black wrap</li><li>Barracuda Blue insert</li><li>Cobalt wings</li><li>Cobalt contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/XTZKtDWOMRP70KtREZm2,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K387-100,1895.00,,FALSE,TRUE,,K387-100,,,,,,,FALSE,,,,Custom Design K6 for Dodge Challenger 2023-2025,"Black wrap
 Barracuda Blue insert
 Cobalt wings
 Cobalt contrast all stitch"
k388-142-dodge-challenger-2023-2025-k7-301,Custom Design K7 for Dodge Challenger 2023-2025,<p><strong>Design Number: K388-142</strong></p><ul><li>Camel wrap</li><li>perf wings</li><li>Cream contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/tZTHWsxxOKzef5RqXOMt,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K388-142,1895.00,,FALSE,TRUE,,K388-142,,,,,,,FALSE,,,,Custom Design K7 for Dodge Challenger 2023-2025,"Camel wrap
 perf wings
 Cream contrast all stitch"
k389-225-dodge-challenger-2023-2025-k8-302,Custom Design K8 for Dodge Challenger 2023-2025,<p><strong>Design Number: K389-225</strong></p><ul><li>Cardinal wrap</li><li>perf wings</li><li>Black contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/0NztBrNC05ugLzsWqPlJ,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K389-225,1895.00,,FALSE,TRUE,,K389-225,,,,,,,FALSE,,,,Custom Design K8 for Dodge Challenger 2023-2025,"Cardinal wrap
 perf wings
 Black contrast all stitch"
k391-100-dodge-challenger-2023-2025-k9-303,Custom Design K9 for Dodge Challenger 2023-2025,<p><strong>Design Number: K391-100</strong></p><ul><li>Black wrap</li><li>Raven Suedezkin body</li><li>Carbon Shadow wings</li><li>Cardinal piping</li><li>Ice Grey contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/T3NYPLc0fcu8AXahKE8x,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K391-100,1895.00,,FALSE,TRUE,,K391-100,,,,,,,FALSE,,,,Custom Design K9 for Dodge Challenger 2023-2025,"Black wrap
 Raven Suedezkin body
 Carbon Shadow wings
 Cardinal piping
 Ice Grey contrast all stitch"
k1310-100-dodge-challenger-2023-2025-k10-304,Custom Design K10 for Dodge Challenger 2023-2025,<p><strong>Design Number: K1310-100</strong></p><ul><li>Black wrap</li><li>perf combo</li><li>Mango Suedezkin wings</li><li>Citrus Orange contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/X21m2m5rIwT5N8sTFGpT,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K1310-100,1895.00,,FALSE,TRUE,,K1310-100,,,,,,,FALSE,,,,Custom Design K10 for Dodge Challenger 2023-2025,"Black wrap
 perf combo
 Mango Suedezkin wings
 Citrus Orange contrast all stitch"
k1311-100-dodge-challenger-2023-2025-k11-305,Custom Design K11 for Dodge Challenger 2023-2025,<p><strong>Design Number: K1311-100</strong></p><ul><li>Black wrap</li><li>Hyper Yellow center</li><li>perf combo</li><li>Carbon Shadow wings</li><li>Hyper Yellow contrast all stitch</li><li>Hyper Yellow piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/XvadJJbD8TeNBj6e6E6K,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K1311-100,1895.00,,FALSE,TRUE,,K1311-100,,,,,,,FALSE,,,,Custom Design K11 for Dodge Challenger 2023-2025,"Black wrap
 Hyper Yellow center
 perf combo
 Carbon Shadow wings
 Hyper Yellow contrast all stitch
 Hyper Yellow piping"
k1393-100-dodge-challenger-2023-2025-k12-306,Custom Design K12 for Dodge Challenger 2023-2025,<p><strong>Design Number: K1393-100</strong></p><ul><li>Black wrap</li><li>Medium Red face</li><li>perf combo</li><li>Carbon Shadow wings</li><li>Black contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/moMnSZPRQcc4xH7BP1hJ,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K1393-100,1895.00,,FALSE,TRUE,,K1393-100,,,,,,,FALSE,,,,Custom Design K12 for Dodge Challenger 2023-2025,"Black wrap
 Medium Red face
 perf combo
 Carbon Shadow wings
 Black contrast all stitch"
k1310-142-dodge-challenger-2023-2025-k13-307,Custom Design K13 for Dodge Challenger 2023-2025,<p><strong>Design Number: K1310-142</strong></p><ul><li>Camel wrap</li><li>perf combo</li><li>Raven Suedezkin wings</li><li>Black contrast all stitch</li><li>Black piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/Pjh2RDWPu6I4zAF8sc6f,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K1310-142,1895.00,,FALSE,TRUE,,K1310-142,,,,,,,FALSE,,,,Custom Design K13 for Dodge Challenger 2023-2025,"Camel wrap
 perf combo
 Raven Suedezkin wings
 Black contrast all stitch
 Black piping"
k1311-136-dodge-challenger-2023-2025-k14-308,Custom Design K14 for Dodge Challenger 2023-2025,<p><strong>Design Number: K1311-136</strong></p><ul><li>Medium Red wrap</li><li>perf combo</li><li>Black contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/uE5gsBIFAeOCxvxhgnhP,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K1311-136,1895.00,,FALSE,TRUE,,K1311-136,,,,,,,FALSE,,,,Custom Design K14 for Dodge Challenger 2023-2025,"Medium Red wrap
 perf combo
 Black contrast all stitch"
k1310-222-dodge-challenger-2023-2025-k15-309,Custom Design K15 for Dodge Challenger 2023-2025,<p><strong>Design Number: K1310-222</strong></p><ul><li>Mahogany wrap</li><li>perf combo</li><li>Carbon Shadow wings</li><li>Black contrast all stitch</li><li>Black piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/t366Go0CVyVcF9XbzSuy,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K1310-222,1895.00,,FALSE,TRUE,,K1310-222,,,,,,,FALSE,,,,Custom Design K15 for Dodge Challenger 2023-2025,"Mahogany wrap
 perf combo
 Carbon Shadow wings
 Black contrast all stitch
 Black piping"
k1093-100-dodge-challenger-2023-2025-k16-310,Custom Design K16 for Dodge Challenger 2023-2025,<p><strong>Design Number: K1093-100</strong></p><ul><li>Black wrap</li><li>perf combo</li><li>Screaming Green Vinyl wings</li><li>Screaming Green contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/5g5GgedBwTzS6VTDSB37,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K1093-100,1895.00,,FALSE,TRUE,,K1093-100,,,,,,,FALSE,,,,Custom Design K16 for Dodge Challenger 2023-2025,"Black wrap
 perf combo
 Screaming Green Vinyl wings
 Screaming Green contrast all stitch"
k2413-100-dodge-challenger-2023-2025-k10-311,Custom Design K10 for Dodge Challenger 2023-2025,"<p><strong>Design Number: K2413-100</strong></p><ul><li>Black wrap,</li><li>Tekstitch Diamond Insert</li><li>Tek Color Tangerine</li><li>Tangerine wings</li><li>Tangerine contrast all stitch</li></ul>",TRUE,https://services.leadconnectorhq.com/documents/download/zxJkZC6ai7nvzjuNiq9X,Make,Dodge,Model,Challenger,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2413-100,1895.00,,FALSE,TRUE,,K2413-100,,,,,,,FALSE,,,,Custom Design K10 for Dodge Challenger 2023-2025,"Black wrap, 
Tekstitch Diamond Insert
 Tek Color Tangerine
 Tangerine wings
 Tangerine contrast all stitch"
k1793-100-dodge-charger-2015-2023-f1-312,Factory Design F1 for Dodge Charger Scat Pack / SRT 2015 - 2023,<p><strong>Design Number: K1793-100</strong></p><ul><li>Black wrap</li><li>Raven Suedezkin body & wings</li><li>Pearl contrast stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/yoTQ8hkj7Z2uS1jek6CB,Make,Dodge,Model,Charger,Trim,Scat Pack / SRT K1793-100,1895.00,,FALSE,TRUE,,K1793-100,,,,,,,FALSE,,,,Factory Design F1 for Dodge Charger Scat Pack / SRT 2015 - 2023,"Black wrap
 Raven Suedezkin body & wings
 Pearl contrast stitch"
k1794-100-dodge-charger-2015-2023-k2-313,Custom Design K2 for Dodge Charger Scat Pack / SRT 2015 - 2023,<p><strong>Design Number: K1794-100</strong></p><ul><li>Black wrap</li><li>Scarlet Suedezkin body & wings</li><li>Pearl contrast stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/pFcsDtQBcKLczznZSvRA,Make,Dodge,Model,Charger,Trim,Scat Pack / SRT K1794-100,1895.00,,FALSE,TRUE,,K1794-100,,,,,,,FALSE,,,,Custom Design K2 for Dodge Charger Scat Pack / SRT 2015 - 2023,"Black wrap
 Scarlet Suedezkin body & wings
 Pearl contrast stitch"
k1795-100-dodge-charger-2015-2023-k3-314,Custom Design K3 for Dodge Charger Scat Pack / SRT 2015 - 2023,<p><strong>Design Number: K1795-100</strong></p><ul><li>Black wrap</li><li>Mango Suedezkin body & wings</li><li>Citrus Orange contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/muf8J1PScAhRXXXGQDPJ,Make,Dodge,Model,Charger,Trim,Scat Pack / SRT K1795-100,1895.00,,FALSE,TRUE,,K1795-100,,,,,,,FALSE,,,,Custom Design K3 for Dodge Charger Scat Pack / SRT 2015 - 2023,"Black wrap
 Mango Suedezkin body & wings
 Citrus Orange contrast all stitch"
k1796-100-dodge-charger-2015-2023-k4-315,Custom Design K4 for Dodge Charger Scat Pack / SRT 2015 - 2023,<p><strong>Design Number: K1796-100</strong></p><ul><li>Black wrap</li><li>Alabaster body & wings</li><li>Alabaster contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/ZtICDDCeqqUEbANWfBNc,Make,Dodge,Model,Charger,Trim,Scat Pack / SRT K1796-100,1895.00,,FALSE,TRUE,,K1796-100,,,,,,,FALSE,,,,Custom Design K4 for Dodge Charger Scat Pack / SRT 2015 - 2023,"Black wrap
 Alabaster body & wings
 Alabaster contrast all stitch"
k1797-100-dodge-charger-2015-2023-k5-316,Custom Design K5 for Dodge Charger Scat Pack / SRT 2015 - 2023,<p><strong>Design Number: K1797-100</strong></p><ul><li>Black wrap</li><li>Screaming Green Vinyl body & wings</li><li>Screaming Green contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/sbjQa7xMHmT1XQOz7nWD,Make,Dodge,Model,Charger,Trim,Scat Pack / SRT K1797-100,1895.00,,FALSE,TRUE,,K1797-100,,,,,,,FALSE,,,,Custom Design K5 for Dodge Charger Scat Pack / SRT 2015 - 2023,"Black wrap
 Screaming Green Vinyl body & wings
 Screaming Green contrast all stitch"
k1793-121-dodge-charger-2015-2023-k6-317,Custom Design K6 for Dodge Charger Scat Pack / SRT 2015 - 2023,<p><strong>Design Number: K1793-121</strong></p><ul><li>Red wrap</li><li>Raven Suedezkin body & wings</li><li>Pearl contrast all stitch</li><li>Pearl piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/UFw7bJpqinVPa0JkcRFQ,Make,Dodge,Model,Charger,Trim,Scat Pack / SRT K1793-121,1895.00,,FALSE,TRUE,,K1793-121,,,,,,,FALSE,,,,Custom Design K6 for Dodge Charger Scat Pack / SRT 2015 - 2023,"Red wrap
 Raven Suedezkin body & wings
 Pearl contrast all stitch
 Pearl piping"
k1798-100-dodge-charger-2015-2023-k7-318,Custom Design K7 for Dodge Charger Scat Pack / SRT 2015 - 2023,<p><strong>Design Number: K1798-100</strong></p><ul><li>Black wrap</li><li>Dark Slate Suedezkin body & wings</li><li>Tangerine contrast all stitch</li><li>Tangerine piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/iT7RAFjij0uhiz1ZcHYb,Make,Dodge,Model,Charger,Trim,Scat Pack / SRT K1798-100,1895.00,,FALSE,TRUE,,K1798-100,,,,,,,FALSE,,,,Custom Design K7 for Dodge Charger Scat Pack / SRT 2015 - 2023,"Black wrap
 Dark Slate Suedezkin body & wings
 Tangerine contrast all stitch
 Tangerine piping"
k1799-100-dodge-charger-2015-2023-k8-319,Custom Design K8 for Dodge Charger Scat Pack / SRT 2015 - 2023,<p><strong>Design Number: K1799-100</strong></p><ul><li>Black wrap</li><li>Sapphire Suedezkin body & wings</li><li>Cobalt contrast all stitch</li><li>Cobalt piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/0NpAHGQduGM99ENl46GI,Make,Dodge,Model,Charger,Trim,Scat Pack / SRT K1799-100,1895.00,,FALSE,TRUE,,K1799-100,,,,,,,FALSE,,,,Custom Design K8 for Dodge Charger Scat Pack / SRT 2015 - 2023,"Black wrap
 Sapphire Suedezkin body & wings
 Cobalt contrast all stitch
 Cobalt piping"
k1780-100-dodge-charger-2015-2023-k9-320,Custom Design K9 for Dodge Charger Scat Pack / SRT 2015 - 2023,<p><strong>Design Number: K1780-100</strong></p><ul><li>Black wrap</li><li>Ash body & wings</li><li>Red contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/8igDJtZXDI4Xehh7lIkU,Make,Dodge,Model,Charger,Trim,Scat Pack / SRT K1780-100,1895.00,,FALSE,TRUE,,K1780-100,,,,,,,FALSE,,,,Custom Design K9 for Dodge Charger Scat Pack / SRT 2015 - 2023,"Black wrap
 Ash body & wings
 Red contrast all stitch"
f150-100-dodge-durango-2012-2025-f1-321,Factory Design F1 for Dodge Durango 2012 - 2025,<p><strong>Design Number: F150-100</strong></p><ul><li>Black wrap</li><li>Black stitching</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/Zq6yLZqSWaCKg8S4wH19,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS F150-100,1895.00,,FALSE,TRUE,,F150-100,,,,,,,FALSE,,,,Factory Design F1 for Dodge Durango 2012 - 2025,"Black wrap
 Black stitching"
f150-108-dodge-durango-2012-2025-f2-322,Factory Design F2 for Dodge Durango 2012 - 2025,<p><strong>Design Number: F150-108</strong></p><ul><li>Ivory wrap</li><li>Ivory stitching</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/BlzH8EuXUocY752KUvoT,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS F150-108,1895.00,,FALSE,TRUE,,F150-108,,,,,,,FALSE,,,,Factory Design F2 for Dodge Durango 2012 - 2025,"Ivory wrap
 Ivory stitching"
k447-100-dodge-durango-2012-2025-k1-323,Custom Design K1 for Dodge Durango 2012 - 2025,<p><strong>Design Number: K447-100</strong></p><ul><li>Black wrap</li><li>perf body</li><li>Alabaster contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/c1oAje9SZf9i9KXJ202J,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K447-100,1895.00,,FALSE,TRUE,,K447-100,,,,,,,FALSE,,,,Custom Design K1 for Dodge Durango 2012 - 2025,"Black wrap
 perf body
 Alabaster contrast all stitch"
k448-100-dodge-durango-2012-2025-k2-324,Custom Design K2 for Dodge Durango 2012 - 2025,<p><strong>Design Number: K448-100</strong></p><ul><li>Black wrap</li><li>Ash center</li><li>Ash wings</li><li>perf body</li><li>Ash contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/ortTZsKSPnfs8o4FwWdz,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K448-100,1895.00,,FALSE,TRUE,,K448-100,,,,,,,FALSE,,,,Custom Design K2 for Dodge Durango 2012 - 2025,"Black wrap
 Ash center 
Ash wings
 perf body
 Ash contrast all stitch"
k451-100-dodge-durango-2012-2025-k3-325,Custom Design K3 for Dodge Durango 2012 - 2025,<p><strong>Design Number: K451-100</strong></p><ul><li>Black wrap</li><li>Alabaster faces</li><li>Black wings</li><li>perf combo & wings</li><li>Black contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/OtD1kSGtcv87volEMNmt,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K451-100,1895.00,,FALSE,TRUE,,K451-100,,,,,,,FALSE,,,,Custom Design K3 for Dodge Durango 2012 - 2025,"Black wrap
 Alabaster faces
 Black wings
 perf combo & wings
 Black contrast all stitch"
k445-100-dodge-durango-2012-2025-k4-326,Custom Design K4 for Dodge Durango 2012 - 2025,<p><strong>Design Number: K445-100</strong></p><ul><li>Black wrap</li><li>Heather Suedezkin combo</li><li>perf combo & wings</li><li>Ash contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/aXbxcLJakshG75idhfWk,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K445-100,1895.00,,FALSE,TRUE,,K445-100,,,,,,,FALSE,,,,Custom Design K4 for Dodge Durango 2012 - 2025,"Black wrap
 Heather Suedezkin combo
 perf combo & wings
 Ash contrast all stitch"
k889-100-dodge-durango-2012-2025-k5-327,Custom Design K5 for Dodge Durango 2012 - 2025,<p><strong>Design Number: K889-100</strong></p><ul><li>Black wrap</li><li>Barracuda Red body</li><li>Barracuda Red wings</li><li>Red piping & contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/zOMHm0XCZSWYYIi8FiOl,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K889-100,1895.00,,FALSE,TRUE,,K889-100,,,,,,,FALSE,,,,Custom Design K5 for Dodge Durango 2012 - 2025,"Black wrap
 Barracuda Red body
 Barracuda Red wings
 Red piping & contrast all stitch"
k890-100-dodge-durango-2012-2025-k6-328,Custom Design K6 for Dodge Durango 2012 - 2025,<p><strong>Design Number: K890-100</strong></p><ul><li>Black wrap</li><li>Tan faces</li><li>Black wings</li><li>perf body & wings</li><li>Black contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/3OdrFMQEk0YINAJ4JfF7,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K890-100,1895.00,,FALSE,TRUE,,K890-100,,,,,,,FALSE,,,,Custom Design K6 for Dodge Durango 2012 - 2025,"Black wrap
 Tan faces
 Black wings
 perf body & wings
 Black contrast all stitch"
k887-108-dodge-durango-2012-2025-k7-329,Custom Design K7 for Dodge Durango 2012 - 2025,<p><strong>Design Number: K887-108</strong></p><ul><li>Ivory wrap</li><li>Black wings</li><li>perf body & wings</li><li>Black piping & contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/iYd4gC6F8qzfGoqHlbwS,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K887-108,1895.00,,FALSE,TRUE,,K887-108,,,,,,,FALSE,,,,Custom Design K7 for Dodge Durango 2012 - 2025,"Ivory wrap
 Black wings
 perf body & wings
 Black piping & contrast all stitch"
k888-108-dodge-durango-2012-2025-k8-330,Custom Design K8 for Dodge Durango 2012 - 2025,<p><strong>Design Number: K888-108</strong></p><ul><li>Ivory wrap</li><li>Raven Suedezkin body</li><li>& wings</li><li>perf body & wings</li><li>Black piping & contrast all</li><li>stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/m24m1EYRcbjm1lDNs8Ms,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K888-108,1895.00,,FALSE,TRUE,,K888-108,,,,,,,FALSE,,,,Custom Design K8 for Dodge Durango 2012 - 2025,"Ivory wrap
 Raven Suedezkin body
 & wings 
perf body & wings
 Black piping & contrast all 
stitch"
k889-108-dodge-durango-2012-2025-k9-331,Custom Design K9 for Dodge Durango 2012 - 2025,<p><strong>Design Number: K889-108</strong></p><ul><li>Ivory wrap</li><li>Ice Grey body</li><li>Ice Grey wings</li><li>perf combo & wings</li><li>Ice Grey piping &</li><li>contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/joYsG7vIjopBLX1nnwLk,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K889-108,1895.00,,FALSE,TRUE,,K889-108,,,,,,,FALSE,,,,Custom Design K9 for Dodge Durango 2012 - 2025,"Ivory wrap
 Ice Grey body
 Ice Grey wings 
perf combo & wings
 Ice Grey piping & 
contrast all stitch"
k890-108-dodge-durango-2012-2025-k10-332,Custom Design K10 for Dodge Durango 2012 - 2025,<p><strong>Design Number: K890-108</strong></p><ul><li>Ivory wrap</li><li>Coffee body & wings</li><li>perf body & wings</li><li>Coffee contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/Ay8lZEjLaiM2SJS7lK5I,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K890-108,1895.00,,FALSE,TRUE,,K890-108,,,,,,,FALSE,,,,Custom Design K10 for Dodge Durango 2012 - 2025,"Ivory wrap
 Coffee body & wings
 perf body & wings
 Coffee contrast all stitch"
k887-136-dodge-durango-2012-2025-k11-333,Custom Design K11 for Dodge Durango 2012 - 2025,<p><strong>Design Number: K887-136</strong></p><ul><li>Medium Red wrap</li><li>Black perf wings</li><li>Black piping & contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/TND0rzcUQNaBOv1hUM1a,Make,Dodge,Model,Durango,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K887-136,1895.00,,FALSE,TRUE,,K887-136,,,,,,,FALSE,,,,Custom Design K11 for Dodge Durango 2012 - 2025,"Medium Red wrap
 Black perf wings
 Black piping & contrast all stitch"
