Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
k2281-100-jeep-gladiator-2020-2025-k23-653,Custom Design K23 for Jeep Gladiator 2020-2025,<p><strong>Design Number: K2281-100</strong></p><ul><li>Black wrap</li><li>perf combo</li><li>Shale wings</li><li>Shale contrast all stitch</li><li>Tekstitch Diamond wings</li><li>Tek color Shale</li></ul>,,,,,FALSE,Make,Jeep,Model,Gladiator,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2281-100,K2281-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/m5gqdQ1YzxuqI27aM5gH,1,,FALSE,Custom Design K23 for Jeep Gladiator 2020-2025,"Black wrap
 perf combo
 Shale wings
 Shale contrast all stitch
 Tekstitch Diamond wings
 Tek color Shale",,,,,,,,,,,TRUE,,,TRUE,,,active
k2282-100-jeep-gladiator-2020-2025-k24-654,Custom Design K24 for Jeep Gladiator 2020-2025,<p><strong>Design Number: K2282-100</strong></p><ul><li>Black wrap</li><li>Tangerine wings</li><li>Tangerine contrast all stitch</li><li>Tekstitch Diamond insert</li><li>Tek color Tangerine</li></ul>,,,,,FALSE,Make,Jeep,Model,Gladiator,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2282-100,K2282-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/pvaEFaqSjxhGAvMWloMH,1,,FALSE,Custom Design K24 for Jeep Gladiator 2020-2025,"Black wrap
 Tangerine wings
 Tangerine contrast all stitch
 Tekstitch Diamond insert
 Tek color Tangerine",,,,,,,,,,,TRUE,,,TRUE,,,active
k2181-121-jeep-gladiator-2020-2025-k25-655,Custom Design K25 for Jeep Gladiator 2020-2025,<p><strong>Design Number: K2181-121</strong></p><ul><li>Red wrap</li><li>Black contrast all stitch</li><li>Black piping</li><li>Tekstitch Double Diamond Insert</li><li>Tek color Black</li></ul>,,,,,FALSE,Make,Jeep,Model,Gladiator,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2181-121,K2181-121,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/p8sIqQfynr1ma704Uq7E,1,,FALSE,Custom Design K25 for Jeep Gladiator 2020-2025,"Red wrap
 Black contrast all stitch
 Black piping
 Tekstitch Double Diamond Insert
 Tek color Black",,,,,,,,,,,TRUE,,,TRUE,,,active
k2283-100-jeep-gladiator-2020-2025-k26-656,Custom Design K26 for Jeep Gladiator 2020-2025,<p><strong>Design Number: K2283-100</strong></p><ul><li>Black wrap</li><li>Red wings</li><li>Red contrast all stitch</li><li>Tekstitch Diamond Insert</li><li>Tek color Red</li></ul>,,,,,FALSE,Make,Jeep,Model,Gladiator,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2283-100,K2283-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/xLgBDIlu0ydHBcyMMhRI,1,,FALSE,Custom Design K26 for Jeep Gladiator 2020-2025,"Black wrap
 Red wings
 Red contrast all stitch
 Tekstitch Diamond Insert
 Tek color Red",,,,,,,,,,,TRUE,,,TRUE,,,active
k2318-121-jeep-gladiator-2020-2025-k27-657,Custom Design K27 for Jeep Gladiator 2020-2025,<p><strong>Design Number: K2318-121</strong></p><ul><li>Red wrap</li><li>Black center & wings</li><li>Pearl piping and contrast all stitch</li><li>Tek Double Hex inserts</li><li>Tek Color Pearl</li></ul>,,,,,FALSE,Make,Jeep,Model,Gladiator,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2318-121,K2318-121,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/hy0pAjXxPezbGSotfaoI,1,,FALSE,Custom Design K27 for Jeep Gladiator 2020-2025,"Red wrap
 Black center & wings
 Pearl piping and contrast all stitch
 Tek Double Hex inserts
 Tek Color Pearl",,,,,,,,,,,TRUE,,,TRUE,,,active
k2873-100-jeep-gladiator-2020-2025-k28-658,Custom Design K28 for Jeep Gladiator 2020-2025,<p><strong>Design Number: K2873-100</strong></p><ul><li>Black wrap</li><li>Red body</li><li>Red contrast all stitch</li><li>TekPERF US FLAG inserts</li></ul>,,,,,FALSE,Make,Jeep,Model,Gladiator,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2873-100,K2873-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/ZvYAIBNdq3ajHWbvaglA,1,,FALSE,Custom Design K28 for Jeep Gladiator 2020-2025,"Black wrap
 Red body
 Red contrast all stitch
 TekPERF US FLAG inserts",,,,,,,,,,,TRUE,,,TRUE,,,active
f1106-100-jeep-compass-2018-2025-f1-659,Factory Design F1 for Jeep Compass 2018-2025,<p><strong>Design Number: F1106-100</strong></p><ul><li>Black wrap</li><li>perf insert</li><li>Black stitching</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T KNOW/DON'T SEE MY OPTIONS F1106-100,F1106-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/QG7YABVhgYCq4hsVhyPM,1,,FALSE,Factory Design F1 for Jeep Compass 2018-2025,"Black wrap
 perf insert
 Black stitching",,,,,,,,,,,TRUE,,,TRUE,,,active
f1107-100-jeep-compass-2018-2025-f2-660,Factory Design F2 for Jeep Compass 2018-2025,<p><strong>Design Number: F1107-100</strong></p><ul><li>Black wrap</li><li>Dove Grey faces</li><li>perf insert</li><li>Red contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T KNOW/DON'T SEE MY OPTIONS F1107-100,F1107-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/EqKW1AyOtFaDSJPtr82i,1,,FALSE,Factory Design F2 for Jeep Compass 2018-2025,"Black wrap
 Dove Grey faces
 perf insert
 Red contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
f1108-104-jeep-compass-2018-2025-f3-661,Factory Design F3 for Jeep Compass 2018-2025,<p><strong>Design Number: F1108-104</strong></p><ul><li>Sandstone wrap</li><li>perf insert</li><li>Black contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T KNOW/DON'T SEE MY OPTIONS F1108-104,F1108-104,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/YNk68FB6695hQmLH0AS3,1,,FALSE,Factory Design F3 for Jeep Compass 2018-2025,"Sandstone wrap
 perf insert
 Black contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
f1109-100-jeep-compass-2018-2025-f4-662,Factory Design F4 for Jeep Compass 2018-2025,<p><strong>Design Number: F1109-100</strong></p><ul><li>Black wrap</li><li>perf insert</li><li>Red contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T KNOW/DON'T SEE MY OPTIONS F1109-100,F1109-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/aLbQj4ZIQrPWfl3ZQa3G,1,,FALSE,Factory Design F4 for Jeep Compass 2018-2025,"Black wrap
 perf insert
 Red contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1106-100-jeep-compass-2018-2025-k1-663,Custom Design K1 for Jeep Compass 2018-2025,<p><strong>Design Number: K1106-100</strong></p><ul><li>Black wrap</li><li>Dove Grey center</li><li>perf insert</li><li>Red contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K1106-100,K1106-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/4KAey34PDkJ8tczMdFAu,1,,FALSE,Custom Design K1 for Jeep Compass 2018-2025,"Black wrap
 Dove Grey center
 perf insert
 Red contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1107-100-jeep-compass-2018-2025-k2-664,Custom Design K2 for Jeep Compass 2018-2025,<p><strong>Design Number: K1107-100</strong></p><ul><li>Black wrap</li><li>Dove Grey body</li><li>perf insert</li><li>Dove Grey wings</li><li>Red contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K1107-100,K1107-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/puqHPEuS3kdneqhn8ZDw,1,,FALSE,Custom Design K2 for Jeep Compass 2018-2025,"Black wrap
 Dove Grey body
 perf insert
 Dove Grey wings
 Red contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1108-100-jeep-compass-2018-2025-k3-665,Custom Design K3 for Jeep Compass 2018-2025,<p><strong>Design Number: K1108-100</strong></p><ul><li>Black wrap</li><li>Barracuda Red insert</li><li>Red contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K1108-100,K1108-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/LKvrN4G4VelFoOg2ayce,1,,FALSE,Custom Design K3 for Jeep Compass 2018-2025,"Black wrap
 Barracuda Red insert
 Red contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1109-100-jeep-compass-2018-2025-k4-666,Custom Design K4 for Jeep Compass 2018-2025,<p><strong>Design Number: K1109-100</strong></p><ul><li>Black wrap</li><li>Sandstone faces</li><li>perf insert</li><li>Black contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T SEE MY OPTIONS K1109-100,K1109-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/RX7Q1LXMLKrTWOptROcQ,1,,FALSE,Custom Design K4 for Jeep Compass 2018-2025,"Black wrap
 Sandstone faces
 perf insert
 Black contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1110-100-jeep-compass-2018-2025-k5-667,Custom Design K5 for Jeep Compass 2018-2025,<p><strong>Design Number: K1110-100</strong></p><ul><li>Black wrap</li><li>Barracuda Orange insert</li><li>Tangerine contrast all stitch</li><li>Tangerine piping</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T SEE MY OPTIONS K1110-100,K1110-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/wi6MNfXtJdeULu8MZgSn,1,,FALSE,Custom Design K5 for Jeep Compass 2018-2025,"Black wrap
 Barracuda Orange insert
 Tangerine contrast all stitch
 Tangerine piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k1111-100-jeep-compass-2018-2025-k6-668,Custom Design K6 for Jeep Compass 2018-2025,<p><strong>Design Number: K1111-100</strong></p><ul><li>Black wrap</li><li>Medium Red body</li><li>perf insert</li><li>Barracuda Red wings</li><li>Medium Red contrast all stitch</li><li>Medium Red piping</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T SEE MY OPTIONS K1111-100,K1111-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/IC3NdDdDsIIHCKllJqSh,1,,FALSE,Custom Design K6 for Jeep Compass 2018-2025,"Black wrap
 Medium Red body
 perf insert
 Barracuda Red wings
 Medium Red contrast all stitch
 Medium Red piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k1112-100-jeep-compass-2018-2025-k7-669,Custom Design K7 for Jeep Compass 2018-2025,<p><strong>Design Number: K1112-100</strong></p><ul><li>Black wrap</li><li>perf insert</li><li>Dove Grey wings</li><li>Dove Grey contrast all stitch</li><li>Dove Grey piping</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T SEE MY OPTIONS K1112-100,K1112-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/uDfItUCoChIuO7tm7jlM,1,,FALSE,Custom Design K7 for Jeep Compass 2018-2025,"Black wrap
 perf insert
 Dove Grey wings
 Dove Grey contrast all stitch
 Dove Grey piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k1113-100-jeep-compass-2018-2025-k8-670,Custom Design K8 for Jeep Compass 2018-2025,<p><strong>Design Number: K1113-100</strong></p><ul><li>Black wrap</li><li>Sandstone combo</li><li>perf combo</li><li>Sandstone wings</li><li>Sandstone contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T SEE MY OPTIONS K1113-100,K1113-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/fBnsc7PT7d1hrnzPUKtS,1,,FALSE,Custom Design K8 for Jeep Compass 2018-2025,"Black wrap
 Sandstone combo
 perf combo
 Sandstone wings
 Sandstone contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1114-104-jeep-compass-2018-2025-k9-671,Custom Design K9 for Jeep Compass 2018-2025,<p><strong>Design Number: K1114-104</strong></p><ul><li>Sandstone wrap</li><li>perf combo</li><li>Black wings</li><li>Black contrast all stitch</li><li>Black piping</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T SEE MY OPTIONS K1114-104,K1114-104,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/vXyLMFsCBlmmGyntwXtL,1,,FALSE,Custom Design K9 for Jeep Compass 2018-2025,"Sandstone wrap
 perf combo
 Black wings
 Black contrast all stitch
 Black piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k1115-100-jeep-compass-2018-2025-k10-672,Custom Design K10 for Jeep Compass 2018-2025,<p><strong>Design Number: K1115-100</strong></p><ul><li>Black wrap</li><li>Barracuda Blue insert</li><li>Cobalt wings</li><li>Cobalt contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T SEE MY OPTIONS K1115-100,K1115-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/jfoBL2WZ8kkDE8EpsH3K,1,,FALSE,Custom Design K10 for Jeep Compass 2018-2025,"Black wrap
 Barracuda Blue insert
 Cobalt wings
 Cobalt contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1116-100-jeep-compass-2018-2025-k11-673,Custom Design K11 for Jeep Compass 2018-2025,<p><strong>Design Number: K1116-100</strong></p><ul><li>Black wrap</li><li>Barracuda Green insert</li><li>Screaming Green wings</li><li>Screaming Green contrast all stitch</li><li>Screaming Green piping</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T SEE MY OPTIONS K1116-100,K1116-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/j0QnPDJefDYqjwxacvu3,1,,FALSE,Custom Design K11 for Jeep Compass 2018-2025,"Black wrap
 Barracuda Green insert
 Screaming Green wings
 Screaming Green contrast all stitch
 Screaming Green piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k1117-100-jeep-compass-2018-2025-k12-674,Custom Design K12 for Jeep Compass 2018-2025,<p><strong>Design Number: K1117-100</strong></p><ul><li>Black wrap</li><li>Barracuda Red combo</li><li>Red contrast all stitch</li><li>Red piping</li></ul>,,,,,FALSE,Make,Jeep,Model,Compass,Trim,DON'T SEE MY OPTIONS K1117-100,K1117-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/vuH2lEYZkQF8iIIbhJWD,1,,FALSE,Custom Design K12 for Jeep Compass 2018-2025,"Black wrap
 Barracuda Red combo
 Red contrast all stitch
 Red piping",,,,,,,,,,,TRUE,,,TRUE,,,active
f1418-100-jeep-grand-cherokee-l-2021-2025-f1-675,Factory Design F1 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: F1418-100</strong></p><ul><li>Black wrap</li><li>Perf insert</li><li>Silver contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T SEE MY OPTIONS F1418-100,F1418-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/ZCfmrw7PKQhdz2J7mLjc,1,,FALSE,Factory Design F1 for Jeep Grand Cherokee L 2021-2025,"Black wrap
 Perf insert
 Silver contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2830-138-jeep-grand-cherokee-l-2021-2025-k1-676,Custom Design K1 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2830-138</strong></p><ul><li>Tan wrap</li><li>perf insert</li><li>Silver contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T SEE MY OPTIONS K2830-138,K2830-138,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/AW2pWBR7gEjA2HImNNtf,1,,FALSE,Custom Design K1 for Jeep Grand Cherokee L 2021-2025,"Tan wrap
 perf insert
 Silver contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2831-138-jeep-grand-cherokee-l-2021-2025-k2-677,Custom Design K2 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2831-138</strong></p><ul><li>Tan wrap</li><li>Black body</li><li>perf insert</li><li>Black contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T SEE MY OPTIONS K2831-138,K2831-138,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/SxhNlU71vyxdDswr9cjV,1,,FALSE,Custom Design K2 for Jeep Grand Cherokee L 2021-2025,"Tan wrap
 Black body
 perf insert
 Black contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2830-100-jeep-grand-cherokee-l-2021-2025-k3-678,Custom Design K3 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2830-100</strong></p><ul><li>Black wrap</li><li>Mahogany faces</li><li>perf insert</li><li>Silver contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T SEE MY OPTIONS K2830-100,K2830-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/dkr30E8TyGsgfJtm50l2,1,,FALSE,Custom Design K3 for Jeep Grand Cherokee L 2021-2025,"Black wrap
 Mahogany faces
 perf insert
 Silver contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2830-221-jeep-grand-cherokee-l-2021-2025-k4-679,Custom Design K4 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2830-221</strong></p><ul><li>Java wrap</li><li>Barracuda Java/Natural insert</li><li>Silver contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T SEE MY OPTIONS K2830-221,K2830-221,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/dHJQdeE203PJheZmcVDB,1,,FALSE,Custom Design K4 for Jeep Grand Cherokee L 2021-2025,"Java wrap
 Barracuda Java/Natural insert
 Silver contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2831-119-jeep-grand-cherokee-l-2021-2025-k5-680,Custom Design K5 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2831-119</strong></p><ul><li>Dark Brown wrap</li><li>Black combo</li><li>perf insert</li><li>Black wings</li><li>Silver contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2831-119,K2831-119,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/qAqDZmrlOh6BmlXWSkuN,1,,FALSE,Custom Design K5 for Jeep Grand Cherokee L 2021-2025,"Dark Brown wrap
 Black combo
 perf insert
 Black wings
 Silver contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2832-100-jeep-grand-cherokee-l-2021-2025-k6-681,Custom Design K6 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2832-100</strong></p><ul><li>Black wrap</li><li>perf insert</li><li>Ash wings</li><li>Ash contrast all stitch</li><li>Ash piping</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2832-100,K2832-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/35gkWP5WOnSQrpsbWjn5,1,,FALSE,Custom Design K6 for Jeep Grand Cherokee L 2021-2025,"Black wrap
 perf insert
 Ash wings
 Ash contrast all stitch
 Ash piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k2833-100-jeep-grand-cherokee-l-2021-2025-k7-682,Custom Design K7 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2833-100</strong></p><ul><li>Black wrap</li><li>Ash center</li><li>perf insert</li><li>Silver contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2833-100,K2833-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/a4GVRq6fIWjewmDcSlr3,1,,FALSE,Custom Design K7 for Jeep Grand Cherokee L 2021-2025,"Black wrap
 Ash center
 perf insert
 Silver contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2834-100-jeep-grand-cherokee-l-2021-2025-k8-683,Custom Design K8 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2834-100</strong></p><ul><li>Black wrap</li><li>perf insert</li><li>Pearl contrast all stitch</li><li>Pearl piping</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2834-100,K2834-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/IYm9neSmXZpHtxDMSdff,1,,FALSE,Custom Design K8 for Jeep Grand Cherokee L 2021-2025,"Black wrap
 perf insert
 Pearl contrast all stitch
 Pearl piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k2835-100-jeep-grand-cherokee-l-2021-2025-k9-684,Custom Design K9 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2835-100</strong></p><ul><li>Black wrap</li><li>perf insert</li><li>Cardinal wings</li><li>Cardinal contrast all stitch</li><li>Cardinal piping</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2835-100,K2835-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/vQnGiJjcpj4bjra2xzMt,1,,FALSE,Custom Design K9 for Jeep Grand Cherokee L 2021-2025,"Black wrap
 perf insert
 Cardinal wings
 Cardinal contrast all stitch
 Cardinal piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k2836-100-jeep-grand-cherokee-l-2021-2025-k10-685,Custom Design K10 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2836-100</strong></p><ul><li>Black wrap</li><li>Medium Red center</li><li>perf insert</li><li>Medium Red contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2836-100,K2836-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/fJB7J5FWk4Vfbv9iprlz,1,,FALSE,Custom Design K10 for Jeep Grand Cherokee L 2021-2025,"Black wrap
 Medium Red center
 perf insert
 Medium Red contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2837-100-jeep-grand-cherokee-l-2021-2025-k11-686,Custom Design K11 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2837-100</strong></p><ul><li>Black wrap</li><li>Lt. Grey insert</li><li>perf insert</li><li>Lt. Grey wings</li><li>Lt. Grey contrast all stitch</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2837-100,K2837-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/Tqn82qYfcpO5GJgZEkBq,1,,FALSE,Custom Design K11 for Jeep Grand Cherokee L 2021-2025,"Black wrap
 Lt. Grey insert
 perf insert
 Lt. Grey wings
 Lt. Grey contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2838-100-jeep-grand-cherokee-l-2021-2025-k12-687,Custom Design K12 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2838-100</strong></p><ul><li>Black wrap</li><li>Dark Slate Suedezkin body</li><li>perf insert</li><li>Cardinal contrast all stitch</li><li>Cardinal piping</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2838-100,K2838-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/axJLFMmCi7k7ROVuhj6P,1,,FALSE,Custom Design K12 for Jeep Grand Cherokee L 2021-2025,"Black wrap
 Dark Slate Suedezkin body
 perf insert
 Cardinal contrast all stitch
 Cardinal piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k2835-121-jeep-grand-cherokee-l-2021-2025-k13-688,Custom Design K13 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2835-121</strong></p><ul><li>Red wrap</li><li>Barracuda Red insert</li><li>Black contrast all stitch</li><li>Black piping</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2835-121,K2835-121,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/nwjeRRr10HdEMCtZ7s5y,1,,FALSE,Custom Design K13 for Jeep Grand Cherokee L 2021-2025,"Red wrap
 Barracuda Red insert
 Black contrast all stitch
 Black piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k2953-138-jeep-grand-cherokee-l-2021-2025-k15-689,Custom Design K15 for Jeep Grand Cherokee L 2021-2025,<p><strong>Design Number: K2953-138</strong></p><ul><li>Tan wrap</li><li>Black wings</li><li>Black contrast all stitch</li><li>Tekstitch Double Diamond insert</li><li>Tek Color Black</li></ul>,,,,,FALSE,Make,Jeep,Model,Grand Cherokee L,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2953-138,K2953-138,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/utaNcyJWKcw2UNJqizvX,1,,FALSE,Custom Design K15 for Jeep Grand Cherokee L 2021-2025,"Tan wrap
 Black wings
 Black contrast all stitch
 Tekstitch Double Diamond insert
 Tek Color Black",,,,,,,,,,,TRUE,,,TRUE,,,active
