Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
k1384-100-ford-ecosport-2018-2022-k4-0,Custom Design K4 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1384-100</strong></p><ul><li>Black wrap</li><li>Barracuda Orange insert</li><li>Orange contrast all stitch</li><li>Orange piping</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1384-100,K1384-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/ENPLxtqaVbohgNUBjnvB,1,,FALSE,Custom Design K4 for Ford ECOSPORT SE 2018 - 2022,"Black wrap
 Barracuda Orange insert
 Orange contrast all stitch
 Orange piping",,,,,,,,,,,TRUE,,,TRUE,,,active
f1248-100-ford-ecosport-2018-2022-f1-1,Factory Design F1 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: F1248-100</strong></p><ul><li>Black wrap</li><li>Black stitching</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE F1248-100,F1248-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/jZmn5vjDnGfnVg5afshI,1,,FALSE,Factory Design F1 for Ford ECOSPORT SE 2018 - 2022,"Black wrap
 Black stitching",,,,,,,,,,,TRUE,,,TRUE,,,active
f1248-110-ford-ecosport-2018-2022-f2-2,Factory Design F2 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: F1248-110</strong></p><ul><li>Puddy wrap</li><li>Puddy stitching</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE F1248-110,F1248-110,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/UckIlIocZSKAERVWj1DC,1,,FALSE,Factory Design F2 for Ford ECOSPORT SE 2018 - 2022,"Puddy wrap
 Puddy stitching",,,,,,,,,,,TRUE,,,TRUE,,,active
k1381-100-ford-ecosport-2018-2022-k1-3,Custom Design K1 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1381-100</strong></p><ul><li>Black wrap</li><li>perf wings</li><li>Silver contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1381-100,K1381-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/cT2ecrTQSRmunTzNKRmn,1,,FALSE,Custom Design K1 for Ford ECOSPORT SE 2018 - 2022,"Black wrap
 perf wings
 Silver contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1382-100-ford-ecosport-2018-2022-k2-4,Custom Design K2 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1382-100</strong></p><ul><li>Black wrap</li><li>perf wings</li><li>Cobalt contrast all stitch</li><li>Cobalt piping</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1382-100,K1382-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/tKWYJiFGVO1dCpENLnmf,1,,FALSE,Custom Design K2 for Ford ECOSPORT SE 2018 - 2022,"Black wrap
 perf wings
 Cobalt contrast all stitch
 Cobalt piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k1383-100-ford-ecosport-2018-2022-k3-5,Custom Design K3 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1383-100</strong></p><ul><li>Black wrap</li><li>Medium Red faces</li><li>perf wings</li><li>Medium Red contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1383-100,K1383-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/9goNiRBvpLIi8IyPWIBb,1,,FALSE,Custom Design K3 for Ford ECOSPORT SE 2018 - 2022,"Black wrap
 Medium Red faces
 perf wings
 Medium Red contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1385-100-ford-ecosport-2018-2022-k5-6,Custom Design K5 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1385-100</strong></p><ul><li>Black wrap</li><li>Alabaster perf wings</li><li>Alabaster contrast all stitch</li><li>Alabaster piping</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1385-100,K1385-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/xqAmfpJrIstf530NnC4m,1,,FALSE,Custom Design K5 for Ford ECOSPORT SE 2018 - 2022,"Black wrap
 Alabaster perf wings
 Alabaster contrast all stitch
 Alabaster piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k1386-100-ford-ecosport-2018-2022-k6-7,Custom Design K6 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1386-100</strong></p><ul><li>Black wrap</li><li>perf body</li><li>Fog Suedezkin wings</li><li>Ash contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1386-100,K1386-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/JtXXDX9V5sHKD8YRsrlK,1,,FALSE,Custom Design K6 for Ford ECOSPORT SE 2018 - 2022,"Black wrap
 perf body
 Fog Suedezkin wings
 Ash contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1387-100-ford-ecosport-2018-2022-k7-8,Custom Design K7 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1387-100</strong></p><ul><li>Black wrap</li><li>Barracuda Red insert</li><li>Red wings</li><li>Red contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1387-100,K1387-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/ZSCUpLjEEl1aOsajBSWB,1,,FALSE,Custom Design K7 for Ford ECOSPORT SE 2018 - 2022,"Black wrap
 Barracuda Red insert
 Red wings
 Red contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1388-100-ford-ecosport-2018-2022-k8-9,Custom Design K8 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1388-100</strong></p><ul><li>Black wrap</li><li>Ash center</li><li>Ash perf wings</li><li>Ash contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1388-100,K1388-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/N76DN0dzdhoYo7kv9uyo,1,,FALSE,Custom Design K8 for Ford ECOSPORT SE 2018 - 2022,"Black wrap
 Ash center
 Ash perf wings
 Ash contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1381-110-ford-ecosport-2018-2022-k9-10,Custom Design K9 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1381-110</strong></p><ul><li>Puddy wrap</li><li>perf wings</li><li>Black contrast all stitch</li><li>Black piping</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1381-110,K1381-110,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/4L2Qs9PV4imcbYoI5aqX,1,,FALSE,Custom Design K9 for Ford ECOSPORT SE 2018 - 2022,"Puddy wrap
 perf wings
 Black contrast all stitch
 Black piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k1382-110-ford-ecosport-2018-2022-k10-11,Custom Design K10 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1382-110</strong></p><ul><li>Puddy wrap</li><li>Black perf wings</li><li>Black contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1382-110,K1382-110,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/y2QffKbscGooOLAUvxyO,1,,FALSE,Custom Design K10 for Ford ECOSPORT SE 2018 - 2022,"Puddy wrap
 Black perf wings
 Black contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1383-110-ford-ecosport-2018-2022-k11-12,Custom Design K11 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1383-110</strong></p><ul><li>Puddy wrap</li><li>Black faces</li><li>Puddy perf wings</li><li>Black contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1383-110,K1383-110,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/PBiUsS0ffrheaCAquQUg,1,,FALSE,Custom Design K11 for Ford ECOSPORT SE 2018 - 2022,"Puddy wrap
 Black faces
 Puddy perf wings
 Black contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k1389-100-ford-ecosport-2018-2022-k12-13,Custom Design K12 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1389-100</strong></p><ul><li>Black wrap</li><li>Heather Suedezkin body</li><li>Frost contrast all stitch</li><li>Frost piping</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1389-100,K1389-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/Xa1bQLmHHWNW2G6RccA2,1,,FALSE,Custom Design K12 for Ford ECOSPORT SE 2018 - 2022,"Black wrap
 Heather Suedezkin body
 Frost contrast all stitch
 Frost piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k1390-100-ford-ecosport-2018-2022-k13-14,Custom Design K13 for Ford ECOSPORT SE 2018 - 2022,<p><strong>Design Number: K1390-100</strong></p><ul><li>Black wrap</li><li>Barracuda Blue body</li><li>Barracuda Blue wings</li><li>Cobalt contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,ECOSPORT,Trim,SE K1390-100,K1390-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/MJEvM9QuIZcUfjgLPsJD,1,,FALSE,Custom Design K13 for Ford ECOSPORT SE 2018 - 2022,"Black wrap
 Barracuda Blue body
 Barracuda Blue wings
 Cobalt contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
f169-100-ford-c-max-2017-f1-15,Factory Design F1 for Ford C-Max 2017,"<p><strong>Design Number: F169-100</strong></p><p>Black wrap, Black stitching</p>",,,,,FALSE,Make,Ford,Model,C-Max,Trim,DON'T KNOW/DON'T SEE MY OPTIONS F169-100,F169-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/sxl4RXES12xrb1A7r8Ot,1,,FALSE,Factory Design F1 for Ford C-Max 2017,"Black wrap, Black stitching",,,,,,,,,,,TRUE,,,TRUE,,,active
k620-100-ford-c-max-2017-16,Custom Design (CMAX) for Ford C-Max 2017,"<p><strong>Design Number: K620-100</strong></p><ul><li>Black wrap, perf insert,</li><li>Ash wings,</li><li>Ash contrast top stitch no insert</li></ul>",,,,,FALSE,Make,Ford,Model,C-Max,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K620-100,K620-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/iHG91ShSfdbvy6wyDsx0,1,,FALSE,Custom Design (CMAX) for Ford C-Max 2017,"Black wrap, perf insert,  
Ash wings,  
Ash contrast top stitch no insert",,,,,,,,,,,TRUE,,,TRUE,,,active
k619-100-ford-c-max-2017-17,Custom Design (CMAX) for Ford C-Max 2017,"<p><strong>Design Number: K619-100</strong></p><ul><li>Black wrap, perf insert</li><li>Java center,</li><li>Raven Suedezkin wings,</li><li>Tan contrast top stitch no insert</li></ul>",,,,,FALSE,Make,Ford,Model,C-Max,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K619-100,K619-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/0osZvkk9YtrpKT3vOoZl,1,,FALSE,Custom Design (CMAX) for Ford C-Max 2017,"Black wrap, perf insert 
Java center,  
Raven Suedezkin wings,  
Tan contrast top stitch no insert",,,,,,,,,,,TRUE,,,TRUE,,,active
k615-100-ford-c-max-2017-18,Custom Design (CMAX) for Ford C-Max 2017,"<p><strong>Design Number: K615-100</strong></p><ul><li>Black wrap, perf insert,</li><li>Silver contrast top stitch no insert</li></ul>",,,,,FALSE,Make,Ford,Model,C-Max,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K615-100,K615-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/qEYaP6MsXr2IZxYAEglf,1,,FALSE,Custom Design (CMAX) for Ford C-Max 2017,"Black wrap, perf insert,  
Silver contrast top stitch no insert",,,,,,,,,,,TRUE,,,TRUE,,,active
k618-100-ford-c-max-2017-19,Custom Design (CMAX) for Ford C-Max 2017,"<p><strong>Design Number: K618-100</strong></p><ul><li>Black wrap,</li><li>Barracuda Red combo,</li><li>Red wings,</li><li>Red contrast top stitch no insert</li></ul>",,,,,FALSE,Make,Ford,Model,C-Max,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K618-100,K618-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/Wycgx7b9NfPILNVDjCpa,1,,FALSE,Custom Design (CMAX) for Ford C-Max 2017,"Black wrap,  
Barracuda Red combo,  
Red wings,  
Red contrast top stitch no insert",,,,,,,,,,,TRUE,,,TRUE,,,active
k617-100-ford-c-max-2017-20,Custom Design (CMAX) for Ford C-Max 2017,"<p><strong>Design Number: K617-100</strong></p><ul><li>Black wrap,</li><li>Raven Suedezkin insert,</li><li>Silver contrast top stitch no insert</li></ul>",,,,,FALSE,Make,Ford,Model,C-Max,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K617-100,K617-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/coYUvSw2xwsbVabjhRtc,1,,FALSE,Custom Design (CMAX) for Ford C-Max 2017,"Black wrap,  
Raven Suedezkin insert,  
Silver contrast top stitch no insert",,,,,,,,,,,TRUE,,,TRUE,,,active
k616-100-ford-c-max-2017-21,Custom Design (CMAX) for Ford C-Max 2017,"<p><strong>Design Number: K616-100</strong></p><ul><li>Black wrap, Bone faces</li><li>Beach contrast top stitch no insert</li></ul>",,,,,FALSE,Make,Ford,Model,C-Max,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K616-100,K616-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/0Jbq1v8jvxz034VYJBTr,1,,FALSE,Custom Design (CMAX) for Ford C-Max 2017,"Black wrap, Bone faces 
Beach contrast top stitch no insert",,,,,,,,,,,TRUE,,,TRUE,,,active
k617-113-ford-c-max-2017-22,Custom Design (CMAX) for Ford C-Max 2017,"<p><strong>Design Number: K617-113</strong></p><ul><li>Beach wrap,  perf insert</li><li>Bone center,  Beach wings,</li><li>Silver contrast top stitch no insert</li></ul>",,,,,FALSE,Make,Ford,Model,C-Max,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K617-113,K617-113,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/7XANoeoswgNdx9384yQQ,1,,FALSE,Custom Design (CMAX) for Ford C-Max 2017,"Beach wrap,  perf insert 
Bone center,  Beach wings,  
Silver contrast top stitch no insert",,,,,,,,,,,TRUE,,,TRUE,,,active
k615-113-ford-c-max-2017-23,Custom Design (CMAX) for Ford C-Max 2017,"<p><strong>Design Number: K615-113</strong></p><ul><li>Beach wrap,  perf combo,</li><li>Medium Taupe Suedezkin wings,</li><li>Alabaster contrast top stitch no insert</li></ul>",,,,,FALSE,Make,Ford,Model,C-Max,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K615-113,K615-113,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/4X3Sd7VbkFASIX0tGFLg,1,,FALSE,Custom Design (CMAX) for Ford C-Max 2017,"Beach wrap,  perf combo, 
Medium Taupe Suedezkin wings,  
Alabaster contrast top stitch no insert",,,,,,,,,,,TRUE,,,TRUE,,,active
f1402-100-ford-bronco-sport-2021-2023-f1-24,Factory Design F1 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: F1402-100</strong></p><ul><li>Black wrap</li><li>perf combo</li><li>Stone contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend F1402-100,F1402-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/po52zbN9PTi5cJRwkPgG,1,,FALSE,Factory Design F1 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Black wrap
 perf combo
 Stone contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
f1403-100-ford-bronco-sport-2021-2023-f2-25,Factory Design F2 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: F1403-100</strong></p><ul><li>Black wrap</li><li>Lunar Grey perf combo</li><li>Lunar Grey wings</li><li>Stone contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend F1403-100,F1403-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/PuzPVBHDgj4XQoQ9jp2B,1,,FALSE,Factory Design F2 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Black wrap
 Lunar Grey perf combo
 Lunar Grey wings
 Stone contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2686-222-ford-bronco-sport-2021-2023-k1-26,Custom Design K1 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: K2686-222</strong></p><ul><li>Mahogany wrap</li><li>Black combo</li><li>perf combo</li><li>Lunar Grey wings</li><li>Stone contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend K2686-222,K2686-222,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/8MQVF1i3zthkVzLMGZPd,1,,FALSE,Custom Design K1 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Mahogany wrap
 Black combo
 perf combo
 Lunar Grey wings
 Stone contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2686-224-ford-bronco-sport-2021-2023-k2-27,Custom Design K2 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: K2686-224</strong></p><ul><li>Coffee wrap</li><li>Black combo</li><li>perf combo</li><li>Dark Slate Suedezkin wings</li><li>Stone contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend K2686-224,K2686-224,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/ndTf5wRVmYoxUMgxiqZK,1,,FALSE,Custom Design K2 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Coffee wrap
 Black combo
 perf combo
 Dark Slate Suedezkin wings
 Stone contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2687-100-ford-bronco-sport-2021-2023-k3-28,Custom Design K3 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: K2687-100</strong></p><ul><li>Black wrap</li><li>perf combo</li><li>Pearl contrast all stitch</li><li>Pearl piping</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend K2687-100,K2687-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/AySZSZJjXb74xw1uJZqi,1,,FALSE,Custom Design K3 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Black wrap
 perf combo
 Pearl contrast all stitch
 Pearl piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k2688-100-ford-bronco-sport-2021-2023-k4-29,Custom Design K4 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: K2688-100</strong></p><ul><li>Black wrap</li><li>perf combo</li><li>Pearl perf wings</li><li>Pearl contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend K2688-100,K2688-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/IUQhoa6rGhaEgK6d7NGz,1,,FALSE,Custom Design K4 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Black wrap
 perf combo
 Pearl perf wings
 Pearl contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2686-120-ford-bronco-sport-2021-2023-k5-30,Custom Design K5 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: K2686-120</strong></p><ul><li>Pearl wrap</li><li>Black center</li><li>perf combo</li><li>Black wings</li><li>Red contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend K2686-120,K2686-120,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/XXmj2m8XAqExY3QUpj87,1,,FALSE,Custom Design K5 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Pearl wrap
 Black center
 perf combo
 Black wings
 Red contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2689-100-ford-bronco-sport-2021-2023-k6-31,Custom Design K6 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: K2689-100</strong></p><ul><li>Black wrap</li><li>Ash center</li><li>perf combo</li><li>Silver contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend K2689-100,K2689-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/Qp77VAsIpEXtSYT3sgkG,1,,FALSE,Custom Design K6 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Black wrap
 Ash center
 perf combo
 Silver contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2690-100-ford-bronco-sport-2021-2023-k7-32,Custom Design K7 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: K2690-100</strong></p><ul><li>Black wrap</li><li>Ash faces</li><li>perf combo</li><li>Black wings</li><li>Black contrast all stitch</li><li>Black piping</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend K2690-100,K2690-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/lTY8bf41k30zxKeFCHBY,1,,FALSE,Custom Design K7 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Black wrap
 Ash faces
 perf combo
 Black wings
 Black contrast all stitch
 Black piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k2691-100-ford-bronco-sport-2021-2023-k8-33,Custom Design K8 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: K2691-100</strong></p><ul><li>Black wrap</li><li>Lunar Grey faces</li><li>perf combo</li><li>perf wings</li><li>Black contrast all stitch</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend K2691-100,K2691-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/OtLSxFIyoXWaSMSzlIQA,1,,FALSE,Custom Design K8 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Black wrap
 Lunar Grey faces
 perf combo
 perf wings
 Black contrast all stitch",,,,,,,,,,,TRUE,,,TRUE,,,active
k2690-265-ford-bronco-sport-2021-2023-k9-34,Custom Design K9 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: K2690-265</strong></p><ul><li>Lunar Grey wrap</li><li>Black center</li><li>perf combo</li><li>Black contrast all stitch</li><li>Black piping</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend K2690-265,K2690-265,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/PqZjEHtAm4GZFZiGRiLh,1,,FALSE,Custom Design K9 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Lunar Grey wrap
 Black center
 perf combo
 Black contrast all stitch
 Black piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k2692-100-ford-bronco-sport-2021-2023-k10-35,Custom Design K10 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: K2692-100</strong></p><ul><li>Black wrap</li><li>Lt. Grey combo</li><li>perf combo</li><li>Lt. Grey contrast all stitch</li><li>Lt. Grey piping</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend K2692-100,K2692-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/QqRVcfTFJMPdHZ0AB56W,1,,FALSE,Custom Design K10 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Black wrap
 Lt. Grey combo
 perf combo
 Lt. Grey contrast all stitch
 Lt. Grey piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k2693-100-ford-bronco-sport-2021-2023-k11-36,Custom Design K11 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: K2693-100</strong></p><ul><li>Black wrap</li><li>Lt. Grey faces</li><li>perf combo</li><li>Dark Slate Suedezkin wings</li><li>Red contrast all stitch</li><li>Red piping</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend K2693-100,K2693-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/yqXddJ6149HSf5Grxdvo,1,,FALSE,Custom Design K11 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Black wrap
 Lt. Grey faces
 perf combo
 Dark Slate Suedezkin wings
 Red contrast all stitch
 Red piping",,,,,,,,,,,TRUE,,,TRUE,,,active
k2694-100-ford-bronco-sport-2021-2023-k12-37,Custom Design K12 for Ford Bronco Sport Base-Big Bend 2021 - 2023,<p><strong>Design Number: K2694-100</strong></p><ul><li>Black wrap</li><li>perf combo</li><li>Carbon Crimson Vinyl wings</li><li>Salsa contrast all stitch</li><li>Salsa piping</li></ul>,,,,,FALSE,Make,Ford,Model,Bronco Sport,Trim,Base-Big Bend K2694-100,K2694-100,,,,deny,manual,1895.0,,TRUE,TRUE,,https://services.leadconnectorhq.com/documents/download/utRIDiHZPbBVfNI3rAWb,1,,FALSE,Custom Design K12 for Ford Bronco Sport Base-Big Bend 2021 - 2023,"Black wrap
 perf combo
 Carbon Crimson Vinyl wings
 Salsa contrast all stitch
 Salsa piping",,,,,,,,,,,TRUE,,,TRUE,,,active
