Handle,Title,Body (HTML),Included in Online Store,Image Src,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Price,Variant Compare At Price,Track Inventory,Allow Out of Stock Purchases,Available Quantity,SKU,Weight Value,Weight Unit,Dimension Length,Dimension Width,Dimension Height,Dimension Unit,Product Label Enable,Label Title,Label Start Date,Label End Date,SEO Title,SEO Description
k3205-138-ford-mustang-mach-e-2023-2025-k15-238,K3205-138 - Custom Design K15 for Ford Mustang Mach-E GT 2023-2025,<p><strong>Design Number: K3205-138</strong></p><ul><li>Tan wrap</li><li>perf insert</li><li>Black wings</li><li>Black contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/jmr54jBcH2yQ54UNy6Ha,Year,2023-2025,Car Brand,Ford,Model,Mustang Mach-E,1895.00,,FALSE,TRUE,,K3205-138,,,,,,,FALSE,,,,K3205-138 - Custom Design K15 for Ford Mustang Mach-E GT 2023-2025,"Tan wrap
 perf insert
 Black wings
 Black contrast all stitch"
k3206-222-ford-mustang-mach-e-2023-2025-k16-239,K3206-222 - Custom Design K16 for Ford Mustang Mach-E GT 2023-2025,<p><strong>Design Number: K3206-222</strong></p><ul><li>Mahogany wrap</li><li>perf insert</li><li>Sandalwood Suedezkin wings</li><li>Adobe contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/lEE2ijFhgnbdCSl1FTn1,Year,2023-2025,Car Brand,Ford,Model,Mustang Mach-E,1895.00,,FALSE,TRUE,,K3206-222,,,,,,,FALSE,,,,K3206-222 - Custom Design K16 for Ford Mustang Mach-E GT 2023-2025,"Mahogany wrap
 perf insert
 Sandalwood Suedezkin wings
 Adobe contrast all stitch"
f1420-100-ford-bronco-2021-2025-f1-240,F1420-100 - Factory Design F1 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: F1420-100</strong></p><ul><li>Black wrap</li><li>Stone contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/Tooahenqp8YJyMzfG0Fl,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,F1420-100,,,,,,,FALSE,,,,F1420-100 - Factory Design F1 for Ford Bronco Badlands / Black Diamond 2021-2025,"Black wrap
 Stone contrast all stitch"
k2972-100-ford-bronco-2021-2025-k1-241,K2972-100 - Custom Design K1 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2972-100</strong></p><ul><li>Black wrap</li><li>Pumice insert</li><li>perf insert</li><li>Pumice contrast all stitch</li><li>Pumice piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/dUekMHLuHsmpVLxMfXlw,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2972-100,,,,,,,FALSE,,,,K2972-100 - Custom Design K1 for Ford Bronco Badlands / Black Diamond 2021-2025,"Black wrap
 Pumice insert
 perf insert
 Pumice contrast all stitch
 Pumice piping"
k2972-265-ford-bronco-2021-2025-k2-242,K2972-265 - Custom Design K2 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2972-265</strong></p><ul><li>Lunar Grey wrap</li><li>Barracuda Red insert</li><li>Barracuda Red wings</li><li>Red contrast all stitch</li><li>Red piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/2uomHarFKxixSFFusasA,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2972-265,,,,,,,FALSE,,,,K2972-265 - Custom Design K2 for Ford Bronco Badlands / Black Diamond 2021-2025,"Lunar Grey wrap
 Barracuda Red insert
 Barracuda Red wings
 Red contrast all stitch
 Red piping"
k2973-100-ford-bronco-2021-2025-k3-243,K2973-100 - Custom Design K3 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2973-100</strong></p><ul><li>Black wrap</li><li>Outlaw Black insert</li><li>Pearl contrast all stitch</li><li>Pearl piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/AvgOCNVfheRqrOm1UpX6,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2973-100,,,,,,,FALSE,,,,K2973-100 - Custom Design K3 for Ford Bronco Badlands / Black Diamond 2021-2025,"Black wrap
 Outlaw Black insert
 Pearl contrast all stitch
 Pearl piping"
k2973-120-ford-bronco-2021-2025-k4-244,K2973-120 - Custom Design K4 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2973-120</strong></p><ul><li>Pearl wrap</li><li>Black center</li><li>perf insert</li><li>Black wings</li><li>Bermuda contrast all stitch</li><li>Bermuda piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/BXS9HDs6j03olmcnclcg,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2973-120,,,,,,,FALSE,,,,K2973-120 - Custom Design K4 for Ford Bronco Badlands / Black Diamond 2021-2025,"Pearl wrap
 Black center
 perf insert
 Black wings
 Bermuda contrast all stitch
 Bermuda piping"
k2971-100-ford-bronco-2021-2025-k5-245,K2971-100 - Custom Design K5 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2971-100</strong></p><ul><li>Black wrap</li><li>perf insert</li><li>Fog Suedezkin wings</li><li>Bahama contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/gVwBtNX9QRYbNAQBtBqL,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2971-100,,,,,,,FALSE,,,,K2971-100 - Custom Design K5 for Ford Bronco Badlands / Black Diamond 2021-2025,"Black wrap
 perf insert
 Fog Suedezkin wings
 Bahama contrast all stitch"
k2971-146-ford-bronco-2021-2025-k6-246,K2971-146 - Custom Design K6 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2971-146</strong></p><ul><li>Blue wrap</li><li>Black center</li><li>perf insert</li><li>Black wings</li><li>Silver contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/CFbgBXtCzlcsjPjeMoth,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2971-146,,,,,,,FALSE,,,,K2971-146 - Custom Design K6 for Ford Bronco Badlands / Black Diamond 2021-2025,"Blue wrap
 Black center
 perf insert
 Black wings
 Silver contrast all stitch"
k2973-103-ford-bronco-2021-2025-k7-247,K2973-103 - Custom Design K7 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2973-103</strong></p><ul><li>Lt. Grey wrap</li><li>Black faces</li><li>Barracuda Flint wings</li><li>Silver contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/YpYJB0bIL1MoWvVM9QQg,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2973-103,,,,,,,FALSE,,,,K2973-103 - Custom Design K7 for Ford Bronco Badlands / Black Diamond 2021-2025,"Lt. Grey wrap
 Black faces
 Barracuda Flint wings
 Silver contrast all stitch"
k2974-100-ford-bronco-2021-2025-k8-248,K2974-100 - Custom Design K8 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2974-100</strong></p><ul><li>Black wrap</li><li>Carbon Nickel Vinyl wings</li><li>Silver contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/gCkOOQWozOywoV1BIV8k,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2974-100,,,,,,,FALSE,,,,K2974-100 - Custom Design K8 for Ford Bronco Badlands / Black Diamond 2021-2025,"Black wrap
 Carbon Nickel Vinyl wings
 Silver contrast all stitch"
k2975-100-ford-bronco-2021-2025-k9-249,K2975-100 - Custom Design K9 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2975-100</strong></p><ul><li>Black wrap</li><li>Dark Slate Suedezkin body</li><li>Hyper Yellow contrast all stitch</li><li>Hyper Yellow piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/a6MDBqCV1GTC4brKJtDM,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2975-100,,,,,,,FALSE,,,,K2975-100 - Custom Design K9 for Ford Bronco Badlands / Black Diamond 2021-2025,"Black wrap
 Dark Slate Suedezkin body
 Hyper Yellow contrast all stitch
 Hyper Yellow piping"
k2976-100-ford-bronco-2021-2025-k10-250,K2976-100 - Custom Design K10 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2976-100</strong></p><ul><li>Black wrap</li><li>Barracuda Red insert</li><li>Red contrast all stitch</li><li>Red piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/sfyam3OroQ31mBRr9SLw,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2976-100,,,,,,,FALSE,,,,K2976-100 - Custom Design K10 for Ford Bronco Badlands / Black Diamond 2021-2025,"Black wrap
 Barracuda Red insert
 Red contrast all stitch
 Red piping"
k2975-121-ford-bronco-2021-2025-k11-251,K2975-121 - Custom Design K11 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2975-121</strong></p><ul><li>Red wrap</li><li>perf insert</li><li>Carbon Shadow Vinyl wings</li><li>Black contrast all stitch</li><li>Black piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/Md66BOSTZgdIniqOgmU9,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2975-121,,,,,,,FALSE,,,,K2975-121 - Custom Design K11 for Ford Bronco Badlands / Black Diamond 2021-2025,"Red wrap
 perf insert
 Carbon Shadow Vinyl wings
 Black contrast all stitch
 Black piping"
k2977-100-ford-bronco-2021-2025-k12-252,K2977-100 - Custom Design K12 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2977-100</strong></p><ul><li>Black wrap</li><li>perf insert</li><li>Medium Red wings</li><li>Medium Red contrast all stitch</li><li>Medium Red piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/QcgxbeWlfwYplG7q8vxr,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2977-100,,,,,,,FALSE,,,,K2977-100 - Custom Design K12 for Ford Bronco Badlands / Black Diamond 2021-2025,"Black wrap
 perf insert
 Medium Red wings
 Medium Red contrast all stitch
 Medium Red piping"
k2976-138-ford-bronco-2021-2025-k13-253,K2976-138 - Custom Design K13 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2976-138</strong></p><ul><li>Tan wrap</li><li>perf insert</li><li>Outlaw Brown wings</li><li>Coffee contrast all stitch</li><li>Coffee piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/T1Hn4mYkR7MngAtbtPBZ,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2976-138,,,,,,,FALSE,,,,K2976-138 - Custom Design K13 for Ford Bronco Badlands / Black Diamond 2021-2025,"Tan wrap
 perf insert
 Outlaw Brown wings
 Coffee contrast all stitch
 Coffee piping"
k2975-222-ford-bronco-2021-2025-k14-254,K2975-222 - Custom Design K14 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2975-222</strong></p><ul><li>Mahogany wrap</li><li>perf insert</li><li>Pearl contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/8zF6HJPorlDQiqZ0ACBQ,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2975-222,,,,,,,FALSE,,,,K2975-222 - Custom Design K14 for Ford Bronco Badlands / Black Diamond 2021-2025,"Mahogany wrap
 perf insert
 Pearl contrast all stitch"
k2973-224-code-error-ford-bronco-2021-2025-k15-255,K2973-224 (Code Error) - Custom Design K15 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2973-224 (Code Error)</strong></p><ul><li>Coffee wrap</li><li>perf insert</li><li>Chocolate Suedezkin wings</li><li>Autumn contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/ERDtmyhW1KZ7rzgXKR2i,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2973-224 (Code Error),,,,,,,FALSE,,,,K2973-224 (Code Error) - Custom Design K15 for Ford Bronco Badlands / Black Diamond 2021-2025,"Coffee wrap
 perf insert
 Chocolate Suedezkin wings
 Autumn contrast all stitch"
k3005-100-ford-bronco-2021-2025-k16-256,K3005-100 - Custom Design K16 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K3005-100</strong></p><ul><li>Black wrap</li><li>Carbon Bullet vinyl wings</li><li>Silver contrast all stitch</li><li>TekStitch Diamond inserts</li><li>Tek Color Silver</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/ITF87D0eKZg3pPuhXYdD,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K3005-100,,,,,,,FALSE,,,,K3005-100 - Custom Design K16 for Ford Bronco Badlands / Black Diamond 2021-2025,"Black wrap
 Carbon Bullet vinyl wings
 Silver contrast all stitch
 TekStitch Diamond inserts
 Tek Color Silver"
k2973-224-code-error-ford-bronco-2021-2025-k17-257,K2973-224 (Code Error) - Custom Design K17 for Ford Bronco Badlands / Black Diamond 2021-2025,<p><strong>Design Number: K2973-224 (Code Error)</strong></p><ul><li>Tan wrap</li><li>Black insert & wings</li><li>Black contrast all stitch</li><li>Tekstitch Double Diamond inserts</li><li>Tek color Tan</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/YahcS1P4swLRlbfxT4a7,Year,2021-2025,Car Brand,Ford,Model,Bronco,1895.00,,FALSE,TRUE,,K2973-224 (Code Error),,,,,,,FALSE,,,,K2973-224 (Code Error) - Custom Design K17 for Ford Bronco Badlands / Black Diamond 2021-2025,"Tan wrap
 Black insert & wings
 Black contrast all stitch
 Tekstitch Double Diamond inserts
 Tek color Tan"
f143-100-dodge-journey-2011-2021-f1-258,F143-100 - Factory Design F1 for Dodge JOURNEY 2011 - 2021,"<p><strong>Design Number: F143-100</strong></p><ul><li>Black wrap,</li><li>Black stitching</li></ul>",TRUE,https://services.leadconnectorhq.com/documents/download/B3WdRTwjydg6phlz9pjc,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,F143-100,,,,,,,FALSE,,,,F143-100 - Factory Design F1 for Dodge JOURNEY 2011 - 2021,"Black wrap,
 Black stitching"
f143-130-dodge-journey-2011-2021-f2-259,F143-130 - Factory Design F2 for Dodge JOURNEY 2011 - 2021,"<p><strong>Design Number: F143-130</strong></p><ul><li>Ivory wrap,</li><li>Ivory stitching</li></ul>",TRUE,https://services.leadconnectorhq.com/documents/download/fRYri7WJQ8OhjAvKR9sd,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,F143-130,,,,,,,FALSE,,,,F143-130 - Factory Design F2 for Dodge JOURNEY 2011 - 2021,"Ivory wrap,  
Ivory stitching"
k1028-100-dodge-journey-2011-2021-k1-260,K1028-100 - Custom Design K1 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1028-100</strong></p><ul><li>Black wrap  perf body</li><li>Silver contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/ORC3DjE8iAmBIHjh71Yj,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1028-100,,,,,,,FALSE,,,,K1028-100 - Custom Design K1 for Dodge JOURNEY 2011 - 2021,"Black wrap  perf body
 Silver contrast all stitch"
k1029-100-dodge-journey-2011-2021-k2-261,K1029-100 - Custom Design K2 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1029-100</strong></p><ul><li>Black wrap  Barracuda</li><li>Flint insert  Ash contrast</li><li>all stitch</li><li>Ash piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/2tmb432Zgvr9SM62D9Nr,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1029-100,,,,,,,FALSE,,,,K1029-100 - Custom Design K2 for Dodge JOURNEY 2011 - 2021,"Black wrap  Barracuda 
Flint insert  Ash contrast 
all stitch
 Ash piping"
k1030-100-dodge-journey-2011-2021-k3-262,K1030-100 - Custom Design K3 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1030-100</strong></p><ul><li>Black wrap  Ash center</li><li>perf insert</li><li>Ash contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/7vr22HVQPvB94zYvlIwi,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1030-100,,,,,,,FALSE,,,,K1030-100 - Custom Design K3 for Dodge JOURNEY 2011 - 2021,"Black wrap  Ash center  
perf insert
 Ash contrast all stitch"
k1031-100-dodge-journey-2011-2021-k4-263,K1031-100 - Custom Design K4 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1031-100</strong></p><ul><li>Black wrap  Lapis faces</li><li>perf body</li><li>Red contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/nPC6BS28gz4hQ1fY1yA3,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1031-100,,,,,,,FALSE,,,,K1031-100 - Custom Design K4 for Dodge JOURNEY 2011 - 2021,"Black wrap  Lapis faces  
perf body
 Red contrast all stitch"
k1032-100-dodge-journey-2011-2021-k5-264,K1032-100 - Custom Design K5 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1032-100</strong></p><ul><li>Black wrap  Lapis body</li><li>perf body</li><li>Pearl contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/Wk8iDen0ba3JDQLVx2Jy,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1032-100,,,,,,,FALSE,,,,K1032-100 - Custom Design K5 for Dodge JOURNEY 2011 - 2021,"Black wrap  Lapis body  
perf body
 Pearl contrast all stitch"
k1033-100-dodge-journey-2011-2021-k6-265,K1033-100 - Custom Design K6 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1033-100</strong></p><ul><li>Black wrap  Barracuda</li><li>Blue insert  Cobalt</li><li>contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/60lkiuJQGF4dvQNiKx5k,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1033-100,,,,,,,FALSE,,,,K1033-100 - Custom Design K6 for Dodge JOURNEY 2011 - 2021,"Black wrap  Barracuda 
Blue insert  Cobalt 
contrast all stitch"
k1034-100-dodge-journey-2011-2021-k7-266,K1034-100 - Custom Design K7 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1034-100</strong></p><ul><li>Black wrap  perf combo</li><li>Autumn contrast all stitch</li><li>Autumn piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/KKGqQUMpazJTKpvP27OQ,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1034-100,,,,,,,FALSE,,,,K1034-100 - Custom Design K7 for Dodge JOURNEY 2011 - 2021,"Black wrap  perf combo
 Autumn contrast all stitch
 Autumn piping"
k1035-100-dodge-journey-2011-2021-k8-267,K1035-100 - Custom Design K8 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1035-100</strong></p><ul><li>Black wrap  Ivory center</li><li>perf insert</li><li>Ivory contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/5nCpmVwb3PlLfb9rGnyy,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1035-100,,,,,,,FALSE,,,,K1035-100 - Custom Design K8 for Dodge JOURNEY 2011 - 2021,"Black wrap  Ivory center  
perf insert
 Ivory contrast all stitch"
k1036-100-dodge-journey-2011-2021-k9-268,K1036-100 - Custom Design K9 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1036-100</strong></p><ul><li>Black wrap  Ivory faces</li><li>perf insert</li><li>Ivory contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/onLw0kb5TqZMxErB8jcu,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1036-100,,,,,,,FALSE,,,,K1036-100 - Custom Design K9 for Dodge JOURNEY 2011 - 2021,"Black wrap  Ivory faces  
perf insert
 Ivory contrast all stitch"
k1037-108-dodge-journey-2011-2021-k10-269,K1037-108 - Custom Design K10 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1037-108</strong></p><ul><li>Ivory wrap  perf combo</li><li>Black contrast all stitch</li><li>Black piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/owsnAR3P2Ozvf39TVUcy,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1037-108,,,,,,,FALSE,,,,K1037-108 - Custom Design K10 for Dodge JOURNEY 2011 - 2021,"Ivory wrap  perf combo
 Black contrast all stitch
 Black piping"
k1038-100-dodge-journey-2011-2021-k11-270,K1038-100 - Custom Design K11 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1038-100</strong></p><ul><li>Black wrap  Alabaster body</li><li>perf insert  Alabaster</li><li>contrast all stitch</li><li>Alabaster piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/XF0AevpVg3MQMRuX3Tcp,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1038-100,,,,,,,FALSE,,,,K1038-100 - Custom Design K11 for Dodge JOURNEY 2011 - 2021,"Black wrap  Alabaster body
 perf insert  Alabaster 
contrast all stitch
 Alabaster piping"
k1039-100-dodge-journey-2011-2021-k12-271,K1039-100 - Custom Design K12 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1039-100</strong></p><ul><li>Black wrap  Medium Red</li><li>faces</li><li>perf insert  Medium Red</li><li>contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/dXcJjNVA16NHyywI9BKk,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1039-100,,,,,,,FALSE,,,,K1039-100 - Custom Design K12 for Dodge JOURNEY 2011 - 2021,"Black wrap  Medium Red 
faces
 perf insert  Medium Red 
contrast all stitch"
k1040-100-dodge-journey-2011-2021-k13-272,K1040-100 - Custom Design K13 for Dodge JOURNEY 2011 - 2021,<p><strong>Design Number: K1040-100</strong></p><ul><li>Black wrap  Cardinal combo</li><li>perf combo</li><li>Cardinal contrast all stitch</li><li>Cardinal piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/0XDoWWBEeT4OXcA0YBxg,Year,2011 - 2021,Car Brand,Dodge,Model,JOURNEY,1895.00,,FALSE,TRUE,,K1040-100,,,,,,,FALSE,,,,K1040-100 - Custom Design K13 for Dodge JOURNEY 2011 - 2021,"Black wrap  Cardinal combo  
perf combo
 Cardinal contrast all stitch
 Cardinal piping"
f1457-100-dodge-hornet-2023-2025-f1-273,F1457-100 - Factory Design F1 for Dodge Hornet 2023-2025,<p><strong>Design Number: F1457-100</strong></p><ul><li>Black wrap</li><li>perf body</li><li>Red contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/Bl83wdgwzTNhliaxgPMj,Year,2023-2025,Car Brand,Dodge,Model,Hornet,1895.00,,FALSE,TRUE,,F1457-100,,,,,,,FALSE,,,,F1457-100 - Factory Design F1 for Dodge Hornet 2023-2025,"Black wrap
 perf body
 Red contrast all stitch"
f1457-121-dodge-hornet-2023-2025-f2-274,F1457-121 - Factory Design F2 for Dodge Hornet 2023-2025,<p><strong>Design Number: F1457-121</strong></p><ul><li>Red wrap</li><li>perf body</li><li>Red stitching</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/mptdFNzmUnPNEB7TQXKU,Year,2023-2025,Car Brand,Dodge,Model,Hornet,1895.00,,FALSE,TRUE,,F1457-121,,,,,,,FALSE,,,,F1457-121 - Factory Design F2 for Dodge Hornet 2023-2025,"Red wrap
 perf body
 Red stitching"
k3470-100-dodge-hornet-2023-2025-k1-275,K3470-100 - Custom Design K1 for Dodge Hornet 2023-2025,<p><strong>Design Number: K3470-100</strong></p><ul><li>Black wrap</li><li>perf body</li><li>Pearl wings</li><li>Red contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/f9lEr2GrnIwqnSpCQlLS,Year,2023-2025,Car Brand,Dodge,Model,Hornet,1895.00,,FALSE,TRUE,,K3470-100,,,,,,,FALSE,,,,K3470-100 - Custom Design K1 for Dodge Hornet 2023-2025,"Black wrap
 perf body
 Pearl wings
 Red contrast all stitch"
k3471-100-dodge-hornet-2023-2025-k2-276,K3471-100 - Custom Design K2 for Dodge Hornet 2023-2025,<p><strong>Design Number: K3471-100</strong></p><ul><li>Black wrap</li><li>Pearl faces</li><li>perf body</li><li>Red contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/9IZ7wEk9jt4qrxkYT46H,Year,2023-2025,Car Brand,Dodge,Model,Hornet,1895.00,,FALSE,TRUE,,K3471-100,,,,,,,FALSE,,,,K3471-100 - Custom Design K2 for Dodge Hornet 2023-2025,"Black wrap
 Pearl faces
 perf body
 Red contrast all stitch"
k3470-120-dodge-hornet-2023-2025-k3-277,K3470-120 - Custom Design K3 for Dodge Hornet 2023-2025,<p><strong>Design Number: K3470-120</strong></p><ul><li>Pearl wrap</li><li>perf body</li><li>Carbon Shadow Vinyl wings</li><li>Red contrast all stitch</li><li>Red piping</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/zcTkADqHD4fiLK0nl95l,Year,2023-2025,Car Brand,Dodge,Model,Hornet,1895.00,,FALSE,TRUE,,K3470-120,,,,,,,FALSE,,,,K3470-120 - Custom Design K3 for Dodge Hornet 2023-2025,"Pearl wrap
 perf body
 Carbon Shadow Vinyl wings
 Red contrast all stitch
 Red piping"
k3472-100-dodge-hornet-2023-2025-k4-278,K3472-100 - Custom Design K4 for Dodge Hornet 2023-2025,<p><strong>Design Number: K3472-100</strong></p><ul><li>Black wrap</li><li>Lt. Grey center</li><li>Barracuda Flint wings</li><li>Silver contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/QNzvDGDZYuum8aBtxAuz,Year,2023-2025,Car Brand,Dodge,Model,Hornet,1895.00,,FALSE,TRUE,,K3472-100,,,,,,,FALSE,,,,K3472-100 - Custom Design K4 for Dodge Hornet 2023-2025,"Black wrap
 Lt. Grey center
 Barracuda Flint wings
 Silver contrast all stitch"
k3470-103-dodge-hornet-2023-2025-k5-279,K3470-103 - Custom Design K5 for Dodge Hornet 2023-2025,<p><strong>Design Number: K3470-103</strong></p><ul><li>Lt. Grey wrap</li><li>Barracuda Flint body</li><li>Dark Slate Suedezkin wings</li><li>Red contrast all stitch</li></ul>,TRUE,https://services.leadconnectorhq.com/documents/download/gvwFRI9bVEJ5lArj5Agj,Year,2023-2025,Car Brand,Dodge,Model,Hornet,1895.00,,FALSE,TRUE,,K3470-103,,,,,,,FALSE,,,,K3470-103 - Custom Design K5 for Dodge Hornet 2023-2025,"Lt. Grey wrap
 Barracuda Flint body
 Dark Slate Suedezkin wings
 Red contrast all stitch"
