Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
k1123-100-toyota-c-hr-2018-k6-1683,Custom Design K6 for Toyota C-HR XLE/XLE Premium 2018,<p><strong>Design Number: K1123-100</strong></p><ul><li>Black wrap</li><li>Medium Red faces</li><li>perf insert</li><li>perf wings</li><li>Black contrast all stitch</li></ul>,,,,,False,Make,Toyota,Model,C-HR,Trim,XLE/XLE Premium K1123-100,K1123-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/680667b5a6679542901ccdf9.jpeg,1,,False,Custom Design K6 for Toyota C-HR XLE/XLE Premium 2018,"Black wrap
 Medium Red faces
 perf insert
 perf wings
 Black contrast all stitch",,,,,,,,,,,True,,,True,,,active
k1124-100-toyota-c-hr-2018-k7-1684,Custom Design K7 for Toyota C-HR XLE/XLE Premium 2018,<p><strong>Design Number: K1124-100</strong></p><ul><li>Black wrap</li><li>Cobalt faces</li><li>perf insert</li><li>perf wings</li><li>Pearl contrast stitch</li></ul>,,,,,False,Make,Toyota,Model,C-HR,Trim,XLE/XLE Premium K1124-100,K1124-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/680667b59146b508e95a6e1f.jpeg,1,,False,Custom Design K7 for Toyota C-HR XLE/XLE Premium 2018,"Black wrap
 Cobalt faces
 perf insert
 perf wings
 Pearl contrast stitch",,,,,,,,,,,True,,,True,,,active
k1125-100-toyota-c-hr-2018-k8-1685,Custom Design K8 for Toyota C-HR XLE/XLE Premium 2018,<p><strong>Design Number: K1125-100</strong></p><ul><li>Black wrap</li><li>perf combo</li><li>Salsa wings</li><li>Salsa contrast all stitch</li><li>Salsa piping</li></ul>,,,,,False,Make,Toyota,Model,C-HR,Trim,XLE/XLE Premium K1125-100,K1125-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/680667b6a66795678b1ccdfa.jpeg,1,,False,Custom Design K8 for Toyota C-HR XLE/XLE Premium 2018,"Black wrap
 perf combo
 Salsa wings
 Salsa contrast all stitch
 Salsa piping",,,,,,,,,,,True,,,True,,,active
k1126-100-toyota-c-hr-2018-k9-1686,Custom Design K9 for Toyota C-HR XLE/XLE Premium 2018,<p><strong>Design Number: K1126-100</strong></p><ul><li>Black wrap</li><li>perf combo</li><li>Electric Lime Vinyl wings</li><li>Electric Lime contrast all stitch</li><li>Electric Lime Vinyl piping</li></ul>,,,,,False,Make,Toyota,Model,C-HR,Trim,XLE/XLE Premium K1126-100,K1126-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/680667b563925e9af087ca7e.jpeg,1,,False,Custom Design K9 for Toyota C-HR XLE/XLE Premium 2018,"Black wrap
 perf combo
 Electric Lime Vinyl wings
 Electric Lime contrast all stitch
 Electric Lime Vinyl piping",,,,,,,,,,,True,,,True,,,active
k1127-100-toyota-c-hr-2018-k10-1687,Custom Design K10 for Toyota C-HR XLE/XLE Premium 2018,<p><strong>Design Number: K1127-100</strong></p><ul><li>Black wrap</li><li>perf combo</li><li>Carbon Nickel Vinyl wings</li><li>Pearl contrast all stitch</li></ul>,,,,,False,Make,Toyota,Model,C-HR,Trim,XLE/XLE Premium K1127-100,K1127-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/680667b563925e319587ca7c.jpeg,1,,False,Custom Design K10 for Toyota C-HR XLE/XLE Premium 2018,"Black wrap
 perf combo
 Carbon Nickel Vinyl wings
 Pearl contrast all stitch",,,,,,,,,,,True,,,True,,,active
k1128-100-toyota-c-hr-2018-k11-1688,Custom Design K11 for Toyota C-HR XLE/XLE Premium 2018,<p><strong>Design Number: K1128-100</strong></p><ul><li>Black wrap</li><li>Cement body</li><li>perf insert</li><li>Cement contrast all stitch</li></ul>,,,,,False,Make,Toyota,Model,C-HR,Trim,XLE/XLE Premium K1128-100,K1128-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/680667b560b784814aefb9fd.jpeg,1,,False,Custom Design K11 for Toyota C-HR XLE/XLE Premium 2018,"Black wrap
 Cement body
 perf insert
 Cement contrast all stitch",,,,,,,,,,,True,,,True,,,active
k1129-100-toyota-c-hr-2018-k12-1689,Custom Design K12 for Toyota C-HR XLE/XLE Premium 2018,<p><strong>Design Number: K1129-100</strong></p><ul><li>Black wrap</li><li>Raven Suedezkin body</li><li>Scarab contrast all stitch</li></ul>,,,,,False,Make,Toyota,Model,C-HR,Trim,XLE/XLE Premium K1129-100,K1129-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/680667b5baaef9501ca305be.jpeg,1,,False,Custom Design K12 for Toyota C-HR XLE/XLE Premium 2018,"Black wrap
 Raven Suedezkin body
 Scarab contrast all stitch",,,,,,,,,,,True,,,True,,,active
k1130-100-toyota-c-hr-2018-k13-1690,Custom Design K13 for Toyota C-HR XLE/XLE Premium 2018,<p><strong>Design Number: K1130-100</strong></p><ul><li>Black wrap</li><li>Heather Suedezkin body</li><li>perf combo</li><li>Carbon Shadow Vinyl wings</li><li>Red contrast all stitch</li><li>Red piping</li></ul>,,,,,False,Make,Toyota,Model,C-HR,Trim,XLE/XLE Premium K1130-100,K1130-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/680667b69146b55c785a6e20.jpeg,1,,False,Custom Design K13 for Toyota C-HR XLE/XLE Premium 2018,"Black wrap
 Heather Suedezkin body
 perf combo
 Carbon Shadow Vinyl wings
 Red contrast all stitch
 Red piping",,,,,,,,,,,True,,,True,,,active
k1131-100-toyota-c-hr-2018-k14-1691,Custom Design K14 for Toyota C-HR XLE/XLE Premium 2018,<p><strong>Design Number: K1131-100</strong></p><ul><li>Black wrap</li><li>Barracuda Blue body</li><li>Cobalt wings</li><li>Cobalt contrast all stitch</li></ul>,,,,,False,Make,Toyota,Model,C-HR,Trim,XLE/XLE Premium K1131-100,K1131-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/680667b560b784009eefb9fc.jpeg,1,,False,Custom Design K14 for Toyota C-HR XLE/XLE Premium 2018,"Black wrap
 Barracuda Blue body
 Cobalt wings
 Cobalt contrast all stitch",,,,,,,,,,,True,,,True,,,active
f1374-100-toyota-highlander-2020-2025-f1-1692,Factory Design F1 for Toyota Highlander 2020-2025,<p><strong>Design Number: F1374-100</strong></p><ul><li>Blackwrap</li><li>Blackstitching</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS F1374-100,F1374-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/68067350baaef94448a311fb.jpeg,1,,False,Factory Design F1 for Toyota Highlander 2020-2025,"Blackwrap  
Blackstitching",,,,,,,,,,,True,,,True,,,active
f1374-265-toyota-highlander-2020-2025-f2-1693,Factory Design F2 for Toyota Highlander 2020-2025,<p><strong>Design Number: F1374-265</strong></p><ul><li>Lunar Greywrap</li><li>Lunar Greystitching</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS F1374-265,F1374-265,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734fbaaef9f1c5a311f8.jpeg,1,,False,Factory Design F2 for Toyota Highlander 2020-2025,"Lunar Greywrap
 Lunar Greystitching",,,,,,,,,,,True,,,True,,,active
k2414-100-toyota-highlander-2020-2025-k1-1694,Custom Design K1 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2414-100</strong></p><ul><li>Blackwrap</li><li>Ice Grey wings</li><li>Ice Grey contrast allstitch</li><li>Ice Greypiping</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2414-100,K2414-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/68067350baaef985ada311fc.jpeg,1,,False,Custom Design K1 for Toyota Highlander 2020-2025,"Blackwrap  
Ice Grey wings
 Ice Grey contrast allstitch
 Ice Greypiping",,,,,,,,,,,True,,,True,,,active
k2414-265-toyota-highlander-2020-2025-k2-1695,Custom Design K2 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2414-265</strong></p><ul><li>Lunar Grey wrap</li><li>Black insert</li><li>perf insert</li><li>Black perf wings</li><li>Black contrast all stitch</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2414-265,K2414-265,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734f81c3b062ed0b3d36.jpeg,1,,False,Custom Design K2 for Toyota Highlander 2020-2025,"Lunar Grey wrap
 Black insert
 perf insert
 Black perf wings
 Black contrast all stitch",,,,,,,,,,,True,,,True,,,active
k2415-265-toyota-highlander-2020-2025-k3-1696,Custom Design K3 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2415-265</strong></p><ul><li>LunarGrey wrap</li><li>Blackcenter</li><li>perfinsert</li><li>LunarGrey wings</li><li>Black contrast allstitch</li><li>Blackpiping</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2415-265,K2415-265,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/680673504fb6bc7184dd2353.jpeg,1,,False,Custom Design K3 for Toyota Highlander 2020-2025,"LunarGrey wrap  
Blackcenter  
perfinsert
 LunarGrey wings 
Black contrast allstitch
 Blackpiping",,,,,,,,,,,True,,,True,,,active
k2415-100-toyota-highlander-2020-2025-k4-1697,Custom Design K4 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2415-100</strong></p><ul><li>Blackwrap</li><li>Alabasterinsert</li><li>perfinsert</li><li>Alabaster contrast allstitch</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2415-100,K2415-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734f98e5191b507bf564.jpeg,1,,False,Custom Design K4 for Toyota Highlander 2020-2025,"Blackwrap  
Alabasterinsert
 perfinsert
 Alabaster contrast allstitch",,,,,,,,,,,True,,,True,,,active
k2416-265-toyota-highlander-2020-2025-k5-1698,Custom Design K5 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2416-265</strong></p><ul><li>LunarGrey wrap</li><li>Pearl perfwings</li><li>Pearl piping and contrast allstitch</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2416-265,K2416-265,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734f81c3b07d620b3d34.jpeg,1,,False,Custom Design K5 for Toyota Highlander 2020-2025,"LunarGrey wrap  
Pearl perfwings
 Pearl piping and contrast allstitch",,,,,,,,,,,True,,,True,,,active
k2416-100-toyota-highlander-2020-2025-k6-1699,Custom Design K6 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2416-100</strong></p><ul><li>Blackwrap</li><li>BarracudaBlueinsert</li><li>Cobalt perfwings</li><li>Cobalt contrast all stitchno insert</li><li>Cobaltpiping</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2416-100,K2416-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806735081c3b053220b3d3a.jpeg,1,,False,Custom Design K6 for Toyota Highlander 2020-2025,"Blackwrap  
BarracudaBlueinsert  
Cobalt perfwings
 Cobalt contrast all stitchno insert
 Cobaltpiping",,,,,,,,,,,True,,,True,,,active
k2417-265-toyota-highlander-2020-2025-k7-1700,Custom Design K7 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2417-265</strong></p><ul><li>LunarGrey wrap</li><li>perfcombo</li><li>Cobalt perfwings</li><li>Cobalt contrast all stitchno insert</li><li>Cobaltpiping</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2417-265,K2417-265,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734f98e51981197bf565.jpeg,1,,False,Custom Design K7 for Toyota Highlander 2020-2025,"LunarGrey wrap  
perfcombo
 Cobalt perfwings
 Cobalt contrast all stitchno insert
 Cobaltpiping",,,,,,,,,,,True,,,True,,,active
k2417-100-toyota-highlander-2020-2025-k8-1701,Custom Design K8 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2417-100</strong></p><ul><li>Blackwrap</li><li>Mahoganyfaces</li><li>perfbody</li><li>Silver contrast all stitch noinsert</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2417-100,K2417-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/680673504372907992c18928.jpeg,1,,False,Custom Design K8 for Toyota Highlander 2020-2025,"Blackwrap  
Mahoganyfaces
 perfbody
 Silver contrast all stitch noinsert",,,,,,,,,,,True,,,True,,,active
k2414-276-toyota-highlander-2020-2025-k9-1702,Custom Design K9 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2414-276</strong></p><ul><li>Walnut wrap</li><li>perf combo</li><li>Blackwings</li><li>Black contrast all stitch noinsert</li><li>Blackpiping</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2414-276,K2414-276,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734f773e165d79f80635.jpeg,1,,False,Custom Design K9 for Toyota Highlander 2020-2025,"Walnut wrap
 perf combo
 Blackwings
 Black contrast all stitch noinsert
 Blackpiping",,,,,,,,,,,True,,,True,,,active
k2418-100-toyota-highlander-2020-2025-k10-1703,Custom Design K10 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2418-100</strong></p><ul><li>Black wrap</li><li>Ash insert</li><li>perfinsert</li><li>Ashperf wings</li><li>Ash contrast allstitch</li><li>Ashpiping</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2418-100,K2418-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734f63925e4ccd87d7b8.jpeg,1,,False,Custom Design K10 for Toyota Highlander 2020-2025,"Black wrap
 Ash insert
 perfinsert
 Ashperf wings 
Ash contrast allstitch
 Ashpiping",,,,,,,,,,,True,,,True,,,active
k2419-100-toyota-highlander-2020-2025-k11-1704,Custom Design K11 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2419-100</strong></p><ul><li>Black wrap</li><li>Ash body</li><li>perf insert</li><li>perfwings</li><li>Silver contrast all stitch noinsert</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2419-100,K2419-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806735098e519ca447bf566.jpeg,1,,False,Custom Design K11 for Toyota Highlander 2020-2025,"Black wrap
 Ash body
 perf insert
 perfwings
 Silver contrast all stitch noinsert",,,,,,,,,,,True,,,True,,,active
k2420-100-toyota-highlander-2020-2025-k12-1705,Custom Design K12 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2420-100</strong></p><ul><li>Blackwrap</li><li>Barracuda Redinsert</li><li>Redwings</li><li>Red contrast all stitch noinsert</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2420-100,K2420-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734f9146b556d65a7afe.jpeg,1,,False,Custom Design K12 for Toyota Highlander 2020-2025,"Blackwrap  
Barracuda Redinsert
 Redwings
 Red contrast all stitch noinsert",,,,,,,,,,,True,,,True,,,active
k2419-265-toyota-highlander-2020-2025-k13-1706,Custom Design K13 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2419-265</strong></p><ul><li>Lunar Grey wrap</li><li>Redwings</li><li>Red contrast allstitch</li><li>Redpiping</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2419-265,K2419-265,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734fbaaef9f997a311f7.jpeg,1,,False,Custom Design K13 for Toyota Highlander 2020-2025,"Lunar Grey wrap  
Redwings
 Red contrast allstitch
 Redpiping",,,,,,,,,,,True,,,True,,,active
k2420-265-toyota-highlander-2020-2025-k14-1707,Custom Design K14 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2420-265</strong></p><ul><li>LunarGrey wrap</li><li>Blackcenter</li><li>BarracudaRedwings</li><li>Red contraststitch</li><li>Redpiping</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2420-265,K2420-265,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/68067350773e16f492f80638.jpeg,1,,False,Custom Design K14 for Toyota Highlander 2020-2025,"LunarGrey wrap  
Blackcenter 
BarracudaRedwings 
Red contraststitch
 Redpiping",,,,,,,,,,,True,,,True,,,active
k2421-100-toyota-highlander-2020-2025-k15-1708,Custom Design K15 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2421-100</strong></p><ul><li>Blackwrap</li><li>Medium Redfaces</li><li>perfinsert</li><li>Blackwings</li><li>Silver contrast all stitch noinsert</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2421-100,K2421-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734fbaaef98993a311f9.jpeg,1,,False,Custom Design K15 for Toyota Highlander 2020-2025,"Blackwrap  
Medium Redfaces
 perfinsert  
Blackwings
 Silver contrast all stitch noinsert",,,,,,,,,,,True,,,True,,,active
k2421-265-toyota-highlander-2020-2025-k16-1709,Custom Design K16 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2421-265</strong></p><ul><li>LunarGrey wrap</li><li>Dark Slate Suedezkinbody</li><li>Lunar Greywings</li><li>Silver contrast allstitch</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2421-265,K2421-265,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734f9146b599f15a7aff.jpeg,1,,False,Custom Design K16 for Toyota Highlander 2020-2025,"LunarGrey wrap  
Dark Slate Suedezkinbody
 Lunar Greywings
 Silver contrast allstitch",,,,,,,,,,,True,,,True,,,active
k2422-265-toyota-highlander-2020-2025-k17-1710,Custom Design K17 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2422-265</strong></p><ul><li>LunarGrey wrap</li><li>BarracudaFlintbody</li><li>Lunar Greywings</li><li>Black contrast allstitch</li><li>Blackpiping</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2422-265,K2422-265,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806735063925e4e7687d7ba.jpeg,1,,False,Custom Design K17 for Toyota Highlander 2020-2025,"LunarGrey wrap
 BarracudaFlintbody  
Lunar Greywings
 Black contrast allstitch
 Blackpiping",,,,,,,,,,,True,,,True,,,active
k2422-100-toyota-highlander-2020-2025-k18-1711,Custom Design K18 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2422-100</strong></p><ul><li>Blackwrap</li><li>Dark SlateSuedezkinbody</li><li>Red contrast allstitch</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2422-100,K2422-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806735081c3b0ec030b3d38.jpeg,1,,False,Custom Design K18 for Toyota Highlander 2020-2025,"Blackwrap  
Dark SlateSuedezkinbody  
Red contrast allstitch",,,,,,,,,,,True,,,True,,,active
k2424-100-toyota-highlander-2020-2025-k19-1712,Custom Design K19 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2424-100</strong></p><ul><li>Blackwrap</li><li>Lunar Grey centers</li><li>Black wings</li><li>Lunar Grey contrast all stitch</li><li>Mega Diamond Tek perf insert</li><li>Tek Color Lunar Grey</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2424-100,K2424-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/68daf670cbc8a8df9b4c05fa.jpeg,1,,False,Custom Design K19 for Toyota Highlander 2020-2025,"Blackwrap  
Lunar Grey centers
 Black wings
 Lunar Grey contrast all stitch
 Mega Diamond Tek perf insert
 Tek Color Lunar Grey",,,,,,,,,,,True,,,True,,,active
k2423-265-toyota-highlander-2020-2025-k20-1713,Custom Design K20 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2423-265</strong></p><ul><li>Lunar Grey wrap</li><li>Black body</li><li>Lunar Grey wings</li><li>Black piping & contrast stitch</li><li>Double Diamond Tek perf insert</li><li>Tek color Black</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2423-265,K2423-265,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/68daf6709ab1751827bef205.jpeg,1,,False,Custom Design K20 for Toyota Highlander 2020-2025,"Lunar Grey wrap
 Black body
 Lunar Grey wings
 Black piping & contrast stitch
 Double Diamond Tek perf insert
 Tek color Black",,,,,,,,,,,True,,,True,,,active
k2423-100-toyota-highlander-2020-2025-k21-1714,Custom Design K21 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2423-100</strong></p><ul><li>Blackwrap</li><li>Lunar Grey wings</li><li>Lunar Grey contrast all stitch</li><li>Tek Diamond insert</li><li>Tek Color Lunar Grey</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2423-100,K2423-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734fbaaef9a255a311fa.jpeg,1,,False,Custom Design K21 for Toyota Highlander 2020-2025,"Blackwrap 
Lunar Grey wings
 Lunar Grey contrast all stitch
 Tek Diamond insert
 Tek Color Lunar Grey",,,,,,,,,,,True,,,True,,,active
k2448-100-toyota-highlander-2020-2025-k22-1715,Custom Design K22 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2448-100</strong></p><ul><li>Black wrap</li><li>Lunar Grey center</li><li>perf body</li><li>Black wings</li><li>Lunar Grey contrast all stitch</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2448-100,K2448-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806735081c3b06ba30b3d39.jpeg,1,,False,Custom Design K22 for Toyota Highlander 2020-2025,"Black wrap
 Lunar Grey center
 perf body
 Black wings
 Lunar Grey contrast all stitch",,,,,,,,,,,True,,,True,,,active
k2449-100-toyota-highlander-2020-2025-k22-1716,Custom Design K22 (Code Error) for Toyota Highlander 2020-2025,<p><strong>Design Number: K2449-100</strong></p><ul><li>Blackwrap</li><li>Perf body</li><li>Lunar Grey contrast allstitch</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2449-100,K2449-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734f4fb6bc393ddd2352.jpeg,1,,False,Custom Design K22 (Code Error) for Toyota Highlander 2020-2025,"Blackwrap
 Perf body
 Lunar Grey contrast allstitch",,,,,,,,,,,True,,,True,,,active
k2449-265-toyota-highlander-2020-2025-k23-1717,Custom Design K23 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2449-265</strong></p><ul><li>Lunar Grey wrap</li><li>perf body</li><li>Lunar Grey stitch</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2449-265,K2449-265,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734f4372902d28c18926.jpeg,1,,False,Custom Design K23 for Toyota Highlander 2020-2025,"Lunar Grey wrap
 perf body
 Lunar Grey stitch",,,,,,,,,,,True,,,True,,,active
k2450-100-toyota-highlander-2020-2025-k25-1718,Custom Design K25 for Toyota Highlander 2020-2025,<p><strong>Design Number: K2450-100</strong></p><ul><li>Black wrap</li><li>Walnut face</li><li>perf body</li><li>Black wing</li><li>Silver contrast all stitch</li></ul>,,,,,False,Make,Toyota,Model,Highlander,Trim,DON'T KNOW/DON'T SEE MY OPTIONS K2450-100,K2450-100,,,,deny,manual,1895.0,,True,True,,https://storage.googleapis.com/msgsndr/dC0ujeVga1kZlZsLqjZz/media/6806734f81c3b053330b3d35.jpeg,1,,False,Custom Design K25 for Toyota Highlander 2020-2025,"Black wrap
 Walnut face
 perf body
 Black wing
 Silver contrast all stitch",,,,,,,,,,,True,,,True,,,active
